,Coin,Pings,Net Vol BTC,Net Vol %,Recent Total Vol BTC,Recent Vol %,Recent Net Vol,Datetime,id
0,ETH,3,-39.6937009,-2.4%,17.68092763,0.3%,-0.23460085,00:00:16 05/29/20,312
1,EOS,7,10.28470232,3.0%,3.71596351,0.9%,1.50978225,00:00:33 05/29/20,312
2,QKC,7,20.0019522,20.0%,1.16649079,0.7%,1.05673979,00:00:42 05/29/20,312
3,ETH,4,-31.75000842,-1.8%,33.49438372,0.6%,7.94369248,00:01:16 05/29/20,313
4,XTZ,12,16.32458125,5.7%,2.20142514,0.4%,0.76343772,00:01:34 05/29/20,313
5,BQX,2,1.59465752,0.9%,0.90356907,0.4%,0.65469559,00:01:37 05/29/20,313
6,BNB,5,18.24098671,2.9%,11.19594079,0.7%,5.27977457,00:01:37 05/29/20,313
7,ETH,6,135.75420459999998,2.2%,83.11308174,1.5%,57.15077158,00:03:17 05/29/20,315
8,CHZ,7,8.79484026,9.5%,1.26647952,0.5%,1.21178564,00:03:29 05/29/20,315
9,ETH,6,123.69797277,1.4%,21.14312126,0.4%,-6.95032662,00:05:17 05/29/20,317
10,STORM,13,18.93919744,13.7%,2.36933382,1.4%,2.36933382,00:05:34 05/29/20,317
11,HBAR,2,-9.5200359,-1.6%,6.38656592,0.4%,-4.03223096,00:05:40 05/29/20,317
12,ADA,32,71.15609388,5.6%,7.18512485,0.3%,-4.65965323,00:05:44 05/29/20,317
13,ETH,6,110.62366354,1.0%,28.31460623,0.5%,-13.07430923,00:06:16 05/29/20,318
14,QTUM,2,1.72688685,2.0%,1.01754638,0.8%,0.71905454,00:06:20 05/29/20,318
15,EOS,7,10.28121157,2.6%,1.63991445,0.4%,-0.00349075,00:06:32 05/29/20,318
16,STORM,14,19.66460338,14.2%,0.72540594,0.4%,0.72540594,00:06:34 05/29/20,318
17,ETC,10,11.19885525,5.7%,0.88027638,0.3%,0.61787494,00:08:35 05/29/20,320
18,STORM,15,20.39198398,14.6%,0.7273805999999999,0.4%,0.7273805999999999,00:08:38 05/29/20,320
19,LTC,5,6.52726358,2.6%,3.42718071,0.6%,1.42668379,00:08:49 05/29/20,320
20,LINK,7,7.38298891,1.6%,3.11840932,0.4%,-1.27353302,00:08:50 05/29/20,320
21,LTC,6,6.56797561,2.9%,2.06397761,0.4%,-0.13225127,00:10:46 05/29/20,322
22,KMD,1,0.81760572,2.4%,0.9360519,2.4%,0.81760572,00:11:16 05/29/20,323
23,FUN,1,0.01901606,4.5%,2.20339896,4.5%,0.01901606,00:11:44 05/29/20,323
24,TFUEL,13,-50.65272515,-5.2%,11.94482627,0.5%,-8.64488693,00:13:16 05/29/20,325
25,ETC,10,9.13022902,3.7%,5.80595709,2.0%,-2.06862623,00:13:34 05/29/20,325
26,INS,21,48.68727395,35.4%,2.57822649,1.7%,2.54443995,00:13:41 05/29/20,325
27,KNC,5,3.9164426,3.8%,1.2369632,0.8%,0.18695042,00:15:22 05/29/20,327
28,REN,2,-0.56969563,-0.8%,1.31661197,0.4%,0.78374123,00:15:27 05/29/20,327
29,CHZ,8,12.75789959,11.3%,4.24124071,1.8%,3.96305933,00:16:30 05/29/20,328
30,CTXC,15,9.37463586,6.5%,1.22495955,0.4%,0.83167971,00:18:16 05/29/20,330
31,CHZ,10,14.95140867,12.8%,1.7359155,0.7%,0.49137748,00:18:32 05/29/20,330
32,XTZ,13,17.17955649,6.1%,2.27316466,0.4%,0.85497524,00:18:35 05/29/20,330
33,NEO,6,7.37506471,3.0%,1.19691968,0.4%,1.19691968,00:18:46 05/29/20,330
34,XTZ,14,17.91079977,6.4%,1.84988148,0.3%,0.73124328,00:20:33 05/29/20,332
35,ADA,32,70.80232837,5.2%,10.59645765,0.4%,-0.35376551,00:20:45 05/29/20,332
36,XTZ,15,18.02296491,8.3%,10.5539461,1.9%,0.11216514,00:21:34 05/29/20,333
37,ALGO,6,7.00846561,4.4%,1.30519895,0.6%,1.00223503,00:21:39 05/29/20,333
38,CTXC,16,9.1565715,6.2%,2.02039914,0.7%,-0.43106694,00:23:16 05/29/20,335
39,ETC,11,6.70744767,2.4%,3.70040403,1.2%,0.91402523,00:23:36 05/29/20,335
40,ETC,11,5.4538373,-0.9%,2.40652908,0.8%,-0.58032946,00:25:33 05/29/20,337
41,NEO,7,9.05366375,3.6%,1.67859904,0.6%,1.67859904,00:25:43 05/29/20,337
42,VET,5,18.15837534,1.8%,3.69361864,0.5%,3.69361864,00:28:28 05/29/20,340
43,XTZ,15,16.28618715,7.5%,4.640389599999999,0.8%,-1.73677776,00:28:32 05/29/20,340
44,TRX,5,9.08420261,4.4%,4.24231726,1.9%,4.06301206,00:28:47 05/29/20,340
45,TROY,3,3.70176151,1.7%,0.77940856,0.3%,0.76243,00:28:53 05/29/20,340
46,ETC,13,6.64667733,0.4%,1.70373314,0.5%,0.42734962,00:30:31 05/29/20,342
47,BCH,2,-7.90551003,-0.8%,9.08449094,1.1%,-6.40127694,00:31:17 05/29/20,343
48,BCH,3,-7.76491964,0.1%,3.80961711,0.4%,-0.01209511,00:33:18 05/29/20,345
49,ETC,15,10.49428381,10.6%,9.82696728,2.8%,0.19588332,00:33:33 05/29/20,345
50,LINK,9,14.7565874,3.1%,3.30372528,0.4%,0.14032812,00:33:49 05/29/20,345
51,STEEM,1,-0.14349366,-5.9%,2.81974804,9.3%,-0.78250142,00:33:51 05/29/20,345
52,ETH,9,152.26621449,2.9%,52.73479720000001,0.9%,8.31727824,00:35:16 05/29/20,347
53,BCH,5,-6.47399075,1.0%,2.86667674,0.3%,0.87883434,00:35:17 05/29/20,347
54,ETC,17,14.59852549,13.2%,5.18537897,1.4%,3.70867883,00:35:32 05/29/20,347
55,EOS,9,13.5458984,6.3%,2.579831,0.6%,0.05111534,00:35:34 05/29/20,347
56,HBAR,2,-11.91766046,-1.9%,4.61794158,0.3%,-2.39762456,00:35:41 05/29/20,347
57,LINK,11,23.96479721,6.4%,21.21083031,2.5%,7.98892347,00:35:47 05/29/20,347
58,ETH,9,146.72552373,2.6%,21.84849008,0.4%,-5.54069076,00:36:16 05/29/20,348
59,ETC,17,13.07687566,12.2%,3.81911763,1.0%,-1.52164983,00:36:32 05/29/20,348
60,LINK,11,6.71696194,3.5%,25.69369511,2.9%,-17.24783527,00:36:46 05/29/20,348
61,ETC,18,13.97279019,12.7%,1.50640469,0.4%,-0.06297553,00:38:33 05/29/20,350
62,ALGO,6,5.68250596,2.1%,5.44898557,2.3%,-1.32595965,00:38:40 05/29/20,350
63,THETA,2,-10.72234136,-0.1%,14.61997775,0.4%,1.25483015,00:40:31 05/29/20,352
64,LINK,11,2.27948855,1.6%,6.19088425,0.7%,-0.87267993,00:40:45 05/29/20,352
65,THETA,3,-8.19452371,0.3%,13.84975337,0.4%,2.52781765,00:41:32 05/29/20,353
66,TFUEL,14,-50.29121218,-4.8%,12.51131025,0.5%,-2.68035997,00:43:16 05/29/20,355
67,ETC,19,14.06182491,12.4%,2.42167299,0.6%,-0.15790377,00:43:33 05/29/20,355
68,EOS,10,17.54335352,7.2%,4.32210346,1.0%,3.99745512,00:43:34 05/29/20,355
69,THETA,5,-6.67410433,1.0%,11.13822498,0.3%,0.7238055,00:45:33 05/29/20,357
70,ETC,20,21.68810691,14.6%,8.66669024,2.2%,7.6262820000000024,00:53:32 05/29/20,365
71,NEO,8,10.56236925,4.4%,2.4915055,0.9%,1.5087055,00:56:43 05/29/20,368
72,XTZ,17,22.83880084,9.3%,4.15047536,0.7%,3.94419544,00:58:34 05/29/20,370
73,ADA,32,68.17144587,4.8%,9.381891,0.4%,-2.6308825,01:00:43 05/29/20,372
74,DOGE,2,4.06397439,5.2%,1.30000032,1.6%,1.30000032,01:02:37 05/29/20,374
75,LINK,12,2.6892437,2.1%,11.23508415,1.2%,3.96259953,01:02:49 05/29/20,374
76,LINK,12,-22.5410513,-1.8%,37.68958006,3.9%,-25.230295,01:03:47 05/29/20,375
77,ENJ,2,-6.03309883,-0.0%,8.07149976,0.4%,-4.23570336,01:03:50 05/29/20,375
78,LINK,12,-31.00041742,-3.1%,3.99122235,0.4%,-1.28392887,01:05:46 05/29/20,377
79,ZEC,9,6.2088544,2.8%,0.82448233,0.4%,0.82448233,01:06:36 05/29/20,378
80,DREP,5,5.80739486,2.3%,1.0597643,0.4%,1.0597643,01:08:52 05/29/20,380
81,ERD,1,0.85345387,0.6%,0.85345387,0.6%,0.85345387,01:12:39 05/29/20,384
82,SOL,1,1.6512609,1.7%,1.70328382,1.7%,1.6512609,01:17:25 05/29/20,389
83,TNB,1,1.74022824,2.8%,1.74022824,2.8%,1.74022824,01:17:28 05/29/20,389
84,REN,2,-3.26063813,-4.1%,11.83443938,3.2%,-2.6909425,01:20:25 05/29/20,392
85,STORM,16,23.10052765,16.6%,3.57393705,2.0%,2.70854367,01:23:36 05/29/20,395
86,LEND,2,2.35722033,7.8%,4.08156917,5.0%,1.60502405,01:23:51 05/29/20,395
87,FUEL,4,3.70532641,7.9%,0.77964832,1.5%,0.77964832,01:25:33 05/29/20,397
88,XTZ,19,25.74549774,10.1%,2.43651643,0.4%,2.42162397,01:25:33 05/29/20,397
89,ALGO,7,6.980566900000001,2.1%,1.63095752,0.6%,-0.19413699999999998,01:30:39 05/29/20,402
90,RVN,2,3.83089625,0.2%,1.90692792,0.3%,-0.42720264,01:32:33 05/29/20,404
91,REN,2,-4.17417319,-4.7%,2.42036044,0.6%,-0.91353506,01:33:25 05/29/20,405
92,POE,3,3.52302555,5.1%,1.53834849,2.1%,1.53834849,01:37:17 05/29/20,409
93,ICX,3,5.27749195,1.7%,1.83910576,0.4%,1.28891072,01:40:45 05/29/20,412
94,ICX,4,6.48115474,2.1%,1.83014417,0.4%,1.20366279,01:42:46 05/29/20,414
95,LTC,6,3.97651778,2.1%,4.48594059,0.8%,-2.59145783,01:42:46 05/29/20,414
96,TFUEL,14,-52.472321799999996,-5.2%,9.4901004,0.4%,-2.18110962,01:43:17 05/29/20,415
97,SNGLS,2,2.59363665,1.3%,1.90573543,0.9%,1.75562805,01:43:31 05/29/20,415
98,ZIL,6,13.53561566,3.8%,3.80075915,0.7%,3.52589161,01:43:52 05/29/20,415
99,STORM,19,32.12654745,23.1%,2.83857743,1.5%,2.71585497,01:45:34 05/29/20,417
100,ICX,6,8.01256021,2.9%,1.30523599,0.3%,0.31713559,01:47:45 05/29/20,419
101,LTC,6,3.31164143,1.7%,2.19400701,0.4%,-0.66487635,01:47:46 05/29/20,419
102,ICX,8,10.24819517,3.7%,1.95578176,0.5%,1.72061222,01:52:46 05/29/20,424
103,INS,22,50.01099914,36.3%,1.32473559,0.9%,1.32372519,01:54:37 05/29/20,426
104,INS,23,53.58984661,38.6%,3.57884747,2.3%,3.57884747,01:55:37 05/29/20,427
105,ICX,10,11.42712187,4.6%,1.56112896,0.4%,0.29946422,01:55:44 05/29/20,427
106,BNB,6,22.918845899999997,3.2%,6.74220211,0.4%,4.67785919,02:00:35 05/29/20,432
107,ALGO,8,7.7118395999999985,2.6%,3.12924954,1.2%,1.05833894,02:07:39 05/29/20,439
108,AION,2,0.69291909,-0.1%,1.24819665,0.8%,0.39068661,02:07:40 05/29/20,439
109,OMG,6,2.27481464,0.5%,9.420208,3.5%,-6.1425756,02:09:21 05/29/20,441
110,XLM,12,21.61005399,8.8%,6.52765659,2.1%,6.09875757,02:12:33 05/29/20,444
111,XTZ,20,27.80137087,10.5%,2.2984367000000003,0.3%,-0.7501495,02:12:34 05/29/20,444
112,WABI,4,4.00168055,4.4%,1.13049096,0.7%,1.08067124,02:12:48 05/29/20,444
113,ALGO,9,10.99910233,3.8%,3.29640125,1.2%,3.28726273,02:14:39 05/29/20,446
114,DREP,7,8.64917256,3.3%,1.6664032,0.6%,1.6664032,02:14:52 05/29/20,446
115,ALGO,10,12.01309625,4.2%,1.01857822,0.4%,1.01399392,02:15:38 05/29/20,447
116,ICX,13,13.86567205,6.3%,2.02423644,0.5%,1.72712588,02:19:45 05/29/20,451
117,ICX,15,18.97421522,7.6%,2.37108593,0.5%,2.16419311,02:22:45 05/29/20,454
118,ERD,2,1.72523092,1.2%,0.87177705,0.6%,0.87177705,02:27:38 05/29/20,459
119,ATOM,7,6.14236326,5.6%,5.17916607,2.2%,1.58911187,02:29:44 05/29/20,461
120,BAT,5,3.83233326,2.8%,3.48832624,1.2%,0.12726410000000002,02:30:40 05/29/20,462
121,MATIC,23,37.59175971,5.8%,10.98185598,0.4%,2.56427502,02:30:40 05/29/20,462
122,EOS,13,25.36845664,10.1%,6.67234549,1.3%,2.83622757,02:32:34 05/29/20,464
123,AION,2,0.63944609,-1.4%,1.95041882,1.3%,-0.053473,02:32:40 05/29/20,464
124,VET,7,25.65627976,2.7%,3.3515866,0.4%,3.0095866,02:35:28 05/29/20,467
125,ETC,23,22.38042869,14.8%,1.442434,0.3%,0.40588824,02:35:30 05/29/20,467
126,EOS,15,26.79616748,11.8%,2.12300113,0.4%,1.29603049,02:37:33 05/29/20,469
127,DREP,8,10.04572296,3.8%,1.5848861,0.5%,1.3965504,02:37:51 05/29/20,469
128,ONT,8,2.3286289,2.7%,5.95646258,3.1%,-3.8107667000000003,02:39:47 05/29/20,471
129,ZIL,6,12.96593989,3.5%,1.99931021,0.4%,-0.56967577,02:40:54 05/29/20,472
130,KNC,10,8.6435078,7.1%,0.75148841,0.5%,0.75119925,02:44:22 05/29/20,476
131,MTL,2,1.35387081,4.4%,1.07563684,2.0%,0.60792534,02:44:50 05/29/20,476
132,KNC,11,9.42653189,7.6%,0.80057445,0.5%,0.78302409,02:45:23 05/29/20,477
133,WTC,1,0.93022923,1.2%,1.13332481,1.2%,0.93022923,02:45:56 05/29/20,477
134,STORM,21,34.52264001,24.6%,1.82903364,0.9%,1.82903364,02:49:34 05/29/20,481
135,ONT,10,6.03576222,4.8%,1.24856782,0.6%,1.14786206,02:49:47 05/29/20,481
136,CMT,4,4.23010803,4.5%,0.74761966,0.7%,0.72679914,02:50:32 05/29/20,482
137,ZEC,10,7.48979274,3.3%,1.28093834,0.5%,1.28093834,02:52:36 05/29/20,484
138,ATOM,8,7.74898667,6.6%,2.29643853,1.0%,1.60662341,02:52:47 05/29/20,484
139,DOCK,13,15.96639222,15.0%,1.07148333,0.6%,0.96244979,02:54:30 05/29/20,486
140,INS,24,54.80161201,39.4%,1.32750532,0.8%,1.2117653999999998,02:54:39 05/29/20,486
141,LEND,4,3.58359196,12.1%,1.37345308,1.4%,1.18668654,02:54:51 05/29/20,486
142,SC,5,10.32130277,15.7%,4.66765723,6.4%,4.26393427,02:54:52 05/29/20,486
143,INS,26,62.36325028,44.0%,3.8569882,2.3%,3.8569882000000004,02:56:38 05/29/20,488
144,ONT,12,8.0015622,6.8%,1.03932851,0.5%,1.03837219,02:56:47 05/29/20,488
145,ZEC,11,8.35608912,3.7%,0.86629638,0.4%,0.86629638,02:57:36 05/29/20,489
146,POLY,8,8.33131398,21.6%,1.07568762,1.1%,0.32568838,02:59:23 05/29/20,491
147,LEND,6,4.44699141,16.6%,3.34482879,3.2%,0.59174029,03:01:52 05/29/20,493
148,XLM,12,21.36059109,8.2%,2.0812811,0.7%,-0.2494629,03:02:30 05/29/20,494
149,TNT,3,3.20214018,3.5%,0.95311521,1.0%,0.90507935,03:04:21 05/29/20,496
