,Coin,Pings,Net Vol BTC,Net Vol %,Recent Total Vol BTC,Recent Vol %,Recent Net Vol,Datetime,id
0,MCO,6,7.12196242,10.5%,0.80428152,0.6%,0.79116976,00:00:54 06/12/20,1411
1,CTSI,37,60.21088116,27.2%,4.52303298,1.1%,3.51625374,00:00:56 06/12/20,1411
2,ETH,25,15.42673782,-2.0%,36.22180214,0.3%,-14.93267058,00:02:36 06/12/20,1413
3,ZEC,15,9.57014492,-2.8%,5.3280794999999985,0.8%,4.11712478,00:02:37 06/12/20,1413
4,QTUM,30,12.54036487,3.2%,2.46536917,0.7%,-0.85774665,00:02:39 06/12/20,1413
5,LTC,21,6.14269457,-3.4%,3.21311305,0.3%,2.85725881,00:02:40 06/12/20,1413
6,CTSI,38,60.5901394,27.6%,1.75741676,0.4%,0.37925824,00:02:52 06/12/20,1413
7,LINK,29,-59.80781936,-8.4%,14.10643334,0.8%,6.14773924,00:04:17 06/12/20,1415
8,BAT,19,17.5538014,4.3%,9.59451983,1.2%,-3.40480563,00:04:25 06/12/20,1415
9,ENJ,10,-18.22952904,-7.5%,15.05661538,1.3%,-3.63427304,00:04:37 06/12/20,1415
10,ETH,25,-90.45520137,-3.2%,90.79944064,0.8%,-70.3663353,00:04:37 06/12/20,1415
11,LINK,29,-69.38706963,-9.2%,13.66653559,0.8%,-9.57925027,00:05:17 06/12/20,1416
12,BAT,19,-3.29126707,-0.8%,42.71599677,5.1%,-20.84506847,00:05:24 06/12/20,1416
13,ZEC,16,14.37398762,-1.3%,7.37073811,1.0%,-1.82820583,00:05:40 06/12/20,1416
14,NEO,30,9.30967304,1.8%,7.05280988,0.9%,-5.54723664,00:05:49 06/12/20,1416
15,CTSI,39,61.4226052,27.8%,2.35839743,0.6%,-0.72124729,00:05:55 06/12/20,1416
16,LTC,22,10.40326674,-2.8%,5.92969723,0.6%,4.26057217,00:07:43 06/12/20,1418
17,ANKR,13,15.94435052,27.6%,4.43438712,3.4%,0.26130696,00:09:27 06/12/20,1420
18,HC,1,-0.43759411,-6.7%,2.01586297,2.2%,-0.42012201,00:10:23 06/12/20,1421
19,ENJ,13,-14.24049745,-6.2%,3.9363292000000003,0.3%,0.82236654,00:10:41 06/12/20,1421
20,LSK,7,5.75201565,11.0%,2.2277197,1.2%,-0.81355318,00:11:00 06/12/20,1421
21,LRC,2,3.77778155,1.0%,3.24580802,0.3%,1.61495302,00:12:20 06/12/20,1423
22,CHZ,21,20.74370031,11.3%,1.09806222,0.4%,0.84530262,00:14:15 06/12/20,1425
23,HIVE,15,6.47228147,-13.0%,0.82787863,0.3%,0.74927199,00:14:20 06/12/20,1425
24,MBL,8,24.6469502,60.1%,1.77893084,2.0%,1.53081848,00:14:22 06/12/20,1425
25,ZEC,16,14.30787587,-1.6%,2.56611855,0.3%,-0.06611175,00:14:40 06/12/20,1425
26,ICX,21,15.96676863,8.9%,2.01757717,0.3%,0.40846647,00:14:51 06/12/20,1425
27,FTT,1,0.95408081,3.4%,0.95408081,3.4%,0.95408081,00:14:53 06/12/20,1425
28,DOCK,4,1.23400617,-1.6%,0.88419456,0.9%,0.88419456,00:15:49 06/12/20,1426
29,NEO,31,11.96543349,2.2%,2.65933909,0.4%,2.65576045,00:15:49 06/12/20,1426
30,INS,30,73.29368958,67.4%,4.9624355000000016,2.6%,3.05431882,00:17:30 06/12/20,1428
31,ETH,26,-76.7498525,-3.1%,16.59005507,0.1%,13.70534887,00:17:37 06/12/20,1428
32,BCH,18,19.44907668,2.1%,4.78472872,0.4%,4.0170189,00:17:44 06/12/20,1428
33,LSK,8,6.11103216,10.7%,1.74719507,0.9%,1.17256969,00:17:53 06/12/20,1428
34,INS,32,77.45582359,69.5%,3.04430373,1.5%,3.04430373,00:19:30 06/12/20,1430
35,BCH,19,23.52562006,2.4%,4.3236867,0.3%,4.07654338,00:19:44 06/12/20,1430
36,INS,33,78.40507329,70.0%,0.96920518,0.5%,0.9492497,00:20:31 06/12/20,1431
37,CTSI,40,62.33782886,27.9%,2.05040891,0.5%,-0.53902529,00:24:52 06/12/20,1435
38,BTS,3,3.03649981,7.1%,4.64541711,4.9%,2.15599095,00:25:21 06/12/20,1436
39,WRX,22,41.38539442,24.9%,5.50431158,1.9%,4.87257512,00:29:36 06/12/20,1440
40,ONE,7,8.32328336,6.1%,1.00788363,0.5%,1.00788363,00:29:48 06/12/20,1440
41,XTZ,19,-0.18514129,-1.2%,4.299159099999999,0.3%,3.15658434,00:30:35 06/12/20,1441
42,VET,64,268.59204136,13.3%,12.02635201,0.2%,12.02433601,00:30:56 06/12/20,1441
43,VET,65,279.63415555,13.5%,11.10549011,0.2%,11.04211419,00:34:58 06/12/20,1445
44,LINK,30,-75.06751912,-9.6%,6.11068587,0.3%,-0.63560707,00:41:18 06/12/20,1452
45,STX,4,1.62850382,5.8%,2.18476968,1.6%,0.00293572,00:41:46 06/12/20,1452
46,NULS,14,13.73071187,18.8%,1.19552518,0.7%,0.38687622,00:42:41 06/12/20,1453
47,MDT,6,5.65577823,7.4%,1.20788158,0.8%,1.00302194,00:42:46 06/12/20,1453
48,AE,1,0.83998345,1.4%,0.84494685,1.4%,0.83998345,00:47:24 06/12/20,0
49,MDT,1,1.03662043,0.9%,1.04735535,0.9%,1.03662043,00:47:37 06/12/20,0
50,DREP,1,0.99899982,0.4%,0.99899982,0.4%,0.99899982,00:49:22 06/12/20,2
51,LTC,1,0.40026461,0.3%,2.00131581,0.3%,0.40026461,00:49:26 06/12/20,2
52,MDT,3,3.03862132,4.0%,2.30990679,1.8%,0.77504815,00:49:34 06/12/20,2
53,BTS,1,1.13516862,1.5%,1.13516862,1.5%,1.13516862,00:51:18 06/12/20,4
54,NULS,1,0.80070849,0.7%,0.80927465,0.7%,0.80070849,00:51:34 06/12/20,4
55,CTSI,1,0.87962808,0.7%,2.00966316,0.7%,0.87962808,00:51:48 06/12/20,4
56,CTXC,1,0.95361562,4.2%,0.95361562,4.2%,0.95361562,00:52:24 06/12/20,5
57,LINK,1,1.45521437,0.4%,5.13996435,0.4%,1.45521437,00:54:15 06/12/20,7
58,STPT,1,1.29219204,2.8%,1.36015396,2.8%,1.29219204,00:54:40 06/12/20,7
59,LINK,2,2.45136028,0.7%,3.76134763,0.3%,0.99614591,00:56:16 06/12/20,9
60,ERD,1,1.2987282,1.4%,1.2987282,1.4%,1.2987282,00:56:17 06/12/20,9
61,REP,1,0.38760027,0.9%,2.24582671,0.9%,0.38760027,00:56:25 06/12/20,9
62,MDT,5,4.67824236,6.0%,1.84106788,1.4%,0.92099022,00:56:34 06/12/20,9
63,MBL,0,-1.38376711,-8.7%,4.95347383,8.7%,-1.38376711,00:56:52 06/12/20,9
64,LINK,3,4.54787917,1.1%,4.05092659,0.3%,2.09651889,00:57:15 06/12/20,10
65,EOS,1,2.15000214,1.3%,8.31871822,1.3%,2.15000214,00:57:20 06/12/20,10
66,LOOM,1,0.42389949,1.1%,1.00143165,1.1%,0.42389949,00:57:39 06/12/20,10
67,ZEC,2,3.77173842,1.0%,1.28866183,0.4%,1.28866183,01:04:20 06/12/20,17
68,LRC,1,0.91045564,0.8%,2.36413872,0.8%,0.91045564,01:04:39 06/12/20,17
69,NAV,1,0.81644046,0.9%,0.81644046,0.9%,0.81644046,01:07:34 06/12/20,20
70,QTUM,1,1.43651249,0.5%,1.45107625,0.5%,1.43651249,01:07:37 06/12/20,20
71,ETH,1,10.19277143,0.2%,10.83988623,0.2%,10.19277143,01:09:30 06/12/20,22
