,Coin,Pings,Net Vol BTC,Net Vol %,Recent Total Vol BTC,Recent Vol %,Recent Net Vol,Datetime,id
0,BNB,22,144.08566742,10.0%,8.38790944,0.3%,5.78093714,23:59:30 08/24/20,1257
1,IOST,28,110.18967155,40.4%,1.36549145,0.3%,1.36528103,00:00:43 08/25/20,1258
2,IOTX,2,2.41418784,8.5%,1.332925,3.5%,1.332925,00:01:03 08/25/20,1258
3,ONT,18,14.47284194,2.0%,5.35547169,0.9%,1.00373931,00:02:46 08/25/20,1260
4,DCR,5,2.66139998,-5.4%,0.83137286,0.7%,0.80815586,00:02:50 08/25/20,1260
5,STORJ,1,-1.09675127,-0.0%,5.19876865,0.4%,1.13167343,00:03:23 08/25/20,1261
6,LEND,97,94.55640569,26.8%,9.41041454,0.3%,7.06063292,00:03:23 08/25/20,1261
7,ONT,19,16.65342919,2.5%,2.78795207,0.5%,2.18058725,00:03:50 08/25/20,1261
8,XEM,7,19.24850194,0.9%,5.96111196,0.3%,4.5105643,00:04:05 08/25/20,1261
9,TFUEL,58,99.03676905,11.3%,14.60535497,0.9%,-12.17276597,00:05:40 08/25/20,1263
10,QKC,9,9.1004086,6.8%,1.3478538,0.8%,1.3478538,00:07:29 08/25/20,1265
11,ARDR,13,11.41380598,6.5%,0.87336121,0.5%,0.83048843,00:07:43 08/25/20,1265
12,IOST,29,112.78864135,40.9%,2.59939148,0.6%,2.5989698,00:07:46 08/25/20,1265
13,KAVA,7,15.23139814,2.6%,2.04216353,0.3%,0.49221649,00:08:18 08/25/20,1266
14,OCEAN,17,15.83331456,7.9%,2.04469256,0.5%,2.01106268,00:10:16 08/25/20,1268
15,GNT,7,12.85072548,9.1%,2.07459699,0.6%,0.24948479,00:10:30 08/25/20,1268
16,LEND,98,100.60817686,27.3%,13.75243019,0.5%,6.05177117,00:12:21 08/25/20,1270
17,STRAT,7,3.43221012,0.5%,1.50477285,0.8%,0.78210907,00:12:36 08/25/20,1270
18,LEND,99,105.93210795,27.8%,16.47020647,0.6%,5.32393109,00:14:20 08/25/20,1272
19,IOTA,8,7.54321814,6.8%,0.86866103,0.5%,0.69849431,00:14:41 08/25/20,1272
20,DNT,10,11.30741089,25.0%,0.91691713,0.9%,0.90079945,00:14:55 08/25/20,1272
21,GAS,6,4.94266968,11.1%,1.23699853,1.4%,0.25153837,00:17:54 08/25/20,1275
22,QTUM,10,-11.64023062,-5.6%,6.00705278,0.4%,2.50073868,00:19:27 08/25/20,1277
23,THETA,46,42.65740637,8.3%,9.03349707,0.5%,5.71304803,00:19:49 08/25/20,1277
24,QKC,11,11.72413505,8.4%,1.78622377,1.1%,1.74851953,00:20:26 08/25/20,1278
25,LTC,16,53.52103498,3.3%,11.83925793,0.6%,-1.46683419,00:20:30 08/25/20,1278
26,CHR,25,21.77883234,22.7%,1.93496789,0.7%,0.30677655,00:22:49 08/25/20,1280
27,SRM,47,114.03094075,119.7%,9.25218721,0.7%,-2.78698559,00:24:27 08/25/20,1282
28,TOMO,12,12.68760671,16.5%,1.01655993,0.4%,0.97877339,00:24:48 08/25/20,1282
29,WABI,8,6.38154307,3.6%,1.21269307,0.6%,0.83459543,00:24:55 08/25/20,1282
30,LEND,101,112.19992140000002,28.8%,19.40904493,0.6%,3.52887453,00:25:20 08/25/20,1283
31,AST,43,36.88955345,25.5%,2.50642977,0.5%,-0.65828419,00:26:02 08/25/20,1283
32,ZRX,11,20.0994969,1.8%,4.03735706,0.3%,0.17379938,00:27:19 08/25/20,1285
33,DNT,12,12.98167592,27.6%,1.91476179,1.8%,0.98155655,00:27:55 08/25/20,1285
34,BLZ,7,6.9841141,2.7%,3.61190587,1.2%,-0.88141257,00:31:01 08/25/20,1288
35,DNT,14,14.27493988,30.5%,1.31970917,1.2%,0.28831457,00:32:56 08/25/20,1290
36,CRV,19,26.84390726,7.0%,3.93225135,0.4%,1.87856317,00:39:29 08/25/20,1297
37,DNT,15,14.87388515,31.3%,0.83968885,0.7%,0.59894527,00:39:54 08/25/20,1297
38,STEEM,6,4.7326837,8.7%,0.82624046,0.7%,0.66278154,00:42:20 08/25/20,1300
39,DGB,7,7.17225286,5.1%,0.71976066,0.5%,0.71976066,00:44:36 08/25/20,1302
40,STEEM,7,5.48845806,9.7%,1.28445854,1.0%,0.75577436,00:45:20 08/25/20,1303
41,STRAT,9,5.59727883,2.4%,2.41374761,1.2%,1.66701915,00:47:33 08/25/20,1305
42,LSK,12,11.38100762,6.9%,1.67575831,0.6%,1.43198267,00:47:40 08/25/20,1305
43,VIA,69,207.31065386,218.4%,18.28697851,3.2%,15.57039981,00:49:56 08/25/20,1307
44,COMP,34,28.79937964,24.7%,1.45056825,0.3%,0.62133129,00:50:40 08/25/20,1308
45,VIA,70,209.52890517,219.5%,6.90796053,1.2%,2.21825131,00:50:56 08/25/20,1308
46,STEEM,9,6.55390498,12.8%,2.38531027,1.8%,1.01663819,00:52:21 08/25/20,1310
47,VIA,72,210.72008834,220.2%,1.85497923,0.3%,0.66203783,00:52:57 08/25/20,1310
48,QTUM,10,-15.22320591,-5.9%,5.27173551,0.4%,-3.58297529,00:54:27 08/25/20,1312
49,GRS,8,9.27171146,14.5%,1.9119047999999998,1.5%,1.24448796,00:54:33 08/25/20,1312
50,CRV,20,29.8027247,7.3%,3.31753432,0.3%,2.95881744,00:55:31 08/25/20,1313
51,QKC,13,13.78773955,9.7%,1.06360415,0.6%,1.06360415,00:57:26 08/25/20,1315
52,NMR,1,0.46079649,1.3%,1.87382051,1.3%,0.46079649,00:57:39 08/25/20,1315
53,VIA,72,206.85685794,219.1%,6.72141954,1.1%,-3.8632304,00:57:58 08/25/20,1315
54,DGB,8,8.28476394,5.9%,1.2269484,0.8%,1.11251108,01:01:38 08/25/20,1319
55,KMD,8,2.31552594,-1.0%,3.65154202,1.2%,1.1445216,01:09:39 08/25/20,1327
56,LSK,13,12.15773554,7.3%,1.15744912,0.4%,0.77672792,01:09:42 08/25/20,1327
57,QKC,14,14.78685659,10.2%,0.99911704,0.6%,0.99911704,01:12:29 08/25/20,1330
58,QKC,15,16.46900198,11.9%,2.84169543,1.7%,1.68214539,01:14:27 08/25/20,1332
59,ONG,3,1.93768186,0.6%,0.81510047,1.0%,0.73355425,01:16:44 08/25/20,1334
60,IOTX,3,3.48501159,11.1%,1.07082375,2.7%,1.07082375,01:20:02 08/25/20,1337
61,COMP,37,33.24923279,26.2%,2.67924566,0.6%,2.419561,01:23:40 08/25/20,1341
62,HIVE,1,0.79583893,1.2%,0.82542955,1.2%,0.79583893,01:23:56 08/25/20,1341
