,Coin,Pings,Net Vol BTC,Net Vol %,Recent Total Vol BTC,Recent Vol %,Recent Net Vol,Datetime,id
0,STPT,2,0.75646054,1.8%,1.60871931,1.0%,0.31520093,00:01:22 09/06/20,1269
1,CELR,40,36.61178383,11.4%,2.42067773,0.4%,1.68753667,00:01:46 09/06/20,1269
2,ENG,6,3.68689736,6.0%,0.87487202,0.5%,0.74202104,00:07:25 09/06/20,1275
3,ETH,128,1978.88222849,14.1%,25.21169094,0.1%,16.46292058,00:14:23 09/06/20,1282
4,FET,10,13.82252461,2.5%,4.19269199,0.9%,4.15267107,00:14:25 09/06/20,1282
5,ETH,130,2060.27248929,14.4%,82.9903857,0.2%,57.117130700000004,00:16:22 09/06/20,1284
6,BZRX,16,12.74980989,4.4%,3.97309981,0.5%,3.03946717,00:17:46 09/06/20,1285
7,RVN,25,26.81537513,7.3%,2.16265677,0.5%,1.85724569,00:19:36 09/06/20,1287
8,SOL,24,-16.18210608,-9.3%,7.38609726,0.7%,2.09137782,00:21:26 09/06/20,1289
9,ETH,131,2072.57302551,14.5%,34.4461874,0.1%,12.30053622,00:24:22 09/06/20,1292
10,DUSK,5,5.89968611,8.5%,2.59713346,2.3%,2.56035432,00:24:50 09/06/20,1292
11,WNXM,29,17.99530583,9.6%,1.32482247,0.3%,0.25544873,00:25:03 09/06/20,1292
12,ETH,132,2101.63230391,14.6%,38.48740152,0.1%,29.0592784,00:27:21 09/06/20,1295
13,NMR,5,5.17191667,4.6%,0.85802339,0.5%,0.83710241,00:27:45 09/06/20,1295
14,ATOM,6,2.06509849,-1.4%,5.27391069,0.3%,-3.24747425,00:31:37 09/06/20,1299
15,ETH,133,2112.45968518,14.6%,20.65645651,0.0%,10.82738127,00:32:22 09/06/20,1300
16,VET,19,-31.59755241,-5.9%,15.16192525,0.7%,-2.17102755,00:36:28 09/06/20,1304
17,LTC,15,6.00290295,2.3%,11.23722395,0.5%,-9.42125131,00:41:57 09/06/20,1309
18,XEM,16,-32.72037895,-3.3%,10.05087464,0.3%,-0.13602456,00:42:33 09/06/20,1310
19,ETH,134,2126.66483102,14.7%,33.0628307,0.1%,14.20514584,00:44:23 09/06/20,1312
20,DUSK,7,7.8080225999999975,10.1%,0.82449526,0.7%,0.8201911,00:51:51 09/06/20,1319
21,TRX,10,58.520619,0.0%,15.18846509,0.1%,14.63374027,00:56:55 09/06/20,1324
22,KSM,6,6.66689824,1.2%,3.71356557,0.5%,-2.04042485,00:57:16 09/06/20,1325
23,BLZ,7,10.4128678,3.7%,8.03811382,1.0%,3.29329784,01:08:20 09/06/20,1336
24,GNT,8,6.39673052,4.0%,0.8190404,0.3%,0.8190404,01:11:50 09/06/20,1339
25,EOS,11,-53.58299485,-4.1%,49.25162191,0.7%,22.73662885,01:16:55 09/06/20,1344
26,WABI,7,11.2225474,9.0%,1.34141761,0.6%,1.34141761,01:29:59 09/06/20,1357
27,NEO,34,102.85625581,13.1%,7.25599729,0.4%,-0.79944305,01:39:37 09/06/20,1367
28,ETH,136,2156.35876171,14.8%,16.39594593,0.0%,12.88014309,01:46:23 09/06/20,1374
29,ENG,6,-4.50780607,-1.0%,11.52314129,7.0%,-8.19470343,01:50:25 09/06/20,1378
30,OGN,8,7.51727643,2.5%,2.23015983,0.5%,2.01616061,01:51:36 09/06/20,1379
31,ZEC,14,2.32272082,0.3%,32.43549454,2.9%,-15.81310994,01:51:43 09/06/20,1379
32,BCD,4,2.28739341,-6.0%,1.33702591,1.3%,0.72677241,01:53:26 09/06/20,1381
33,ZEC,14,-16.1031088,-1.8%,8.20766306,0.7%,-5.1683571,01:53:42 09/06/20,1381
34,ETH,137,2175.81665548,14.9%,24.22103689,0.1%,19.45789377,02:01:22 09/06/20,1389
35,ENJ,6,6.42217038,3.3%,1.75273651,0.5%,1.33998075,02:03:20 09/06/20,1391
36,ETH,138,2191.44396255,15.0%,37.82903399,0.1%,15.62730707,02:11:22 09/06/20,1399
37,SOL,26,-14.04304596,-8.7%,3.91910873,0.3%,-2.33312523,02:18:25 09/06/20,1406
38,IOST,19,43.39388584,11.2%,3.6931753,0.6%,3.68792794,02:25:45 09/06/20,1413
39,ETH,139,2215.789388,15.0%,39.48394159,0.1%,24.34542545,02:28:22 09/06/20,1416
40,EOS,14,-19.53838793,-3.6%,13.98196857,0.2%,13.11732279,02:28:53 09/06/20,1416
41,WBTC,17,49.08701093,26.2%,1.76052569,0.6%,1.76052569,02:31:37 09/06/20,1419
42,EOS,15,-1.13099424,-3.3%,18.53063463,0.2%,18.40739369,02:31:54 09/06/20,1419
43,ETH,140,2228.74285784,15.1%,21.68807846,0.0%,12.95346984,02:36:23 09/06/20,1424
44,COMP,15,-5.02856071,4.0%,3.52385551,0.3%,1.88808873,02:40:18 09/06/20,1428
45,IOST,19,31.84758682,4.4%,46.41251870000001,6.8%,-11.54629902,02:43:45 09/06/20,1431
46,ETH,141,2245.85921011,15.1%,18.72316641,0.0%,17.11635227,02:45:22 09/06/20,1433
47,BNB,4,-84.37650367,-2.4%,26.23692221,0.3%,9.63654069,02:46:15 09/06/20,1434
48,ETH,142,2286.30595249,15.3%,63.41355862,0.1%,40.44674238,02:46:21 09/06/20,1434
49,NMR,6,7.45820152,5.8%,2.29279909,1.3%,2.28628485,02:53:47 09/06/20,1441
