,Coin,Pings,Net Vol BTC,Net Vol %,Recent Total Vol BTC,Recent Vol %,Recent Net Vol,Datetime,id
0,VIBE,12,21.10434283,37.5%,1.50550212,2.1%,1.50444212,00:00:27 05/21/20,1333
1,FUEL,8,14.24222542,147.3%,1.24608328,4.1%,1.24608328,00:00:52 05/21/20,1333
2,ONT,18,14.10633731,7.1%,1.74388369,0.8%,0.87668735,00:01:34 05/21/20,1334
3,ATOM,34,25.93145237,13.2%,4.30501331,1.0%,0.41371481,00:01:35 05/21/20,1334
4,XLM,32,24.73970264,4.5%,1.76366834,0.3%,0.23164429999999997,00:01:43 05/21/20,1334
5,VIBE,14,22.32609893,39.7%,0.8543873,1.1%,0.58109004,00:03:25 05/21/20,1336
6,MATIC,18,-53.99928557,-5.1%,13.70698344,0.4%,-11.59065206,00:05:19 05/21/20,1338
7,ICX,75,65.79301959,30.9%,3.94889197,0.4%,1.47049743,00:05:22 05/21/20,1338
8,TFUEL,31,35.05831338,38.7%,1.25973302,0.6%,1.02061904,00:05:32 05/21/20,1338
9,VIBE,16,24.79790741,42.7%,1.3945582,1.7%,1.3945582,00:08:25 05/21/20,1341
10,VIBE,17,27.47899403,45.9%,2.68108662,3.2%,2.68108662,00:10:25 05/21/20,1343
11,TFUEL,34,39.452038,42.5%,0.91772653,0.5%,0.88946435,00:10:34 05/21/20,1343
12,ADA,21,43.04509667,5.1%,6.43416566,0.5%,6.34723042,00:11:29 05/21/20,1344
13,LINK,30,56.11940887,7.2%,27.16095215,1.0%,11.91210339,00:11:43 05/21/20,1344
14,TFUEL,35,39.80891056,43.1%,1.18604112,0.6%,0.35687256,00:13:34 05/21/20,1346
15,CTSI,25,42.00666796,12.1%,4.35471744,0.6%,1.56971626,00:13:41 05/21/20,1346
16,XMR,17,29.15072648,6.0%,2.47949086,0.3%,1.56719622,00:15:31 05/21/20,1348
17,VIBE,19,30.13510179,49.3%,1.4609909,1.6%,1.39831846,00:16:25 05/21/20,1349
18,ATOM,35,26.91938556,14.3%,4.45901047,1.1%,0.98793319,00:16:35 05/21/20,1349
19,MANA,7,4.70370377,-1.4%,1.55894026,1.9%,0.73863374,00:18:20 05/21/20,1351
20,VIBE,21,31.77780425,51.6%,0.85196835,0.9%,0.62561393,00:18:25 05/21/20,1351
21,KMD,2,2.47896227,6.6%,1.57449282,2.9%,1.51938754,00:21:39 05/21/20,1354
22,VIBE,23,34.60903974,54.6%,1.90367797,2.0%,1.85041723,00:23:27 05/21/20,1356
23,SNM,2,2.26102314,15.7%,1.06043892,4.7%,1.06043892,00:25:24 05/21/20,1358
24,LOOM,2,1.85617287,4.8%,1.3945918,2.9%,1.13538038,00:25:49 05/21/20,1358
25,ETC,22,10.18266289,7.6%,1.57491136,0.3%,1.51860346,00:26:52 05/21/20,1359
26,ICX,76,70.01870171,31.3%,4.76614744,0.4%,4.22568212,00:28:22 05/21/20,1361
27,XLM,33,25.96252946,5.0%,3.04183512,0.6%,1.22282682,00:28:43 05/21/20,1361
28,VIBE,24,35.47336924,55.4%,0.8645560999999999,0.9%,0.8643295,00:31:26 05/21/20,1364
29,BAT,18,19.53362434,5.6%,2.28679712,0.6%,1.54542126,00:33:19 05/21/20,1366
30,ETC,23,10.98897017,7.9%,1.50603132,0.3%,0.80630728,00:33:49 05/21/20,1366
31,EOS,21,36.20101046,4.1%,7.43107019,0.6%,4.30086741,00:35:35 05/21/20,1368
32,KNC,15,18.4461479,17.1%,0.77032978,0.3%,0.63339894,00:35:38 05/21/20,1368
33,ETC,24,13.4103132,8.5%,3.09920005,0.6%,2.42134303,00:35:49 05/21/20,1368
34,XVG,8,11.13473365,31.9%,0.7587738,1.3%,0.7587738,00:35:49 05/21/20,1368
35,HBAR,31,32.51457964,14.2%,2.91237436,0.8%,2.20958946,00:36:34 05/21/20,1369
36,WAVES,5,3.17676706,3.8%,1.12496551,0.8%,0.44905877,00:38:51 05/21/20,1371
37,ICX,77,71.67957347,31.6%,3.33393754,0.3%,1.66087176,00:45:22 05/21/20,1378
38,TNT,15,12.07660682,7.8%,1.31860928,0.5%,1.28080786,00:52:54 05/21/20,1385
39,VET,11,60.18052338,25.0%,1.33838784,0.3%,1.33838784,00:55:27 05/21/20,1388
40,LINK,30,50.89736854,6.2%,13.85047221,0.5%,-0.08839733,01:02:42 05/21/20,1395
41,ICX,77,69.99289153,31.3%,3.76704588,0.3%,-1.68668194,01:05:23 05/21/20,1398
42,ONE,2,3.0858072,4.6%,2.1964145,2.7%,2.1964145,01:10:20 05/21/20,1403
43,MTH,1,0.87674,8.3%,0.87674,8.3%,0.87674,01:10:22 05/21/20,1403
44,STORJ,1,1.13670243,1.8%,1.13670243,1.8%,1.13670243,01:13:37 05/21/20,1406
45,WAVES,8,5.34700558,6.0%,0.81203906,0.6%,0.79269276,01:13:54 05/21/20,1406
46,STORJ,3,2.77160856,4.5%,0.99958195,1.5%,0.99712725,01:15:39 05/21/20,1408
47,ETC,25,14.469942,9.1%,2.72740616,0.6%,1.0596288,01:15:51 05/21/20,1408
48,WAVES,9,5.82339035,7.5%,2.10645647,1.4%,0.47638477,01:15:57 05/21/20,1408
49,STORJ,4,4.84555495,7.6%,2.07456969,3.1%,2.07394639,01:18:39 05/21/20,1411
50,INS,30,46.11966771,31.9%,0.76451536,0.3%,0.67110492,01:18:48 05/21/20,1411
51,STORJ,6,5.78414937,10.7%,1.23499688,1.7%,0.44256006,01:22:39 05/21/20,1415
52,STORJ,7,6.26702408,12.2%,1.09091373,1.5%,0.48287471,01:23:37 05/21/20,1416
53,KAVA,10,11.62339179,-0.7%,3.9155434,1.0%,2.89809192,01:23:48 05/21/20,1416
54,KAVA,11,12.66202316,-0.3%,1.72420655,0.5%,1.03863137,01:25:52 05/21/20,1418
55,GTO,13,21.87585285,57.7%,1.31201417,1.5%,0.76651441,01:28:41 05/21/20,1421
56,CTSI,27,53.57562399,14.4%,3.53826787,0.5%,0.51218993,01:30:45 05/21/20,1423
57,AION,11,9.60609416,2.8%,1.7822897,0.7%,1.7671361,01:32:31 05/21/20,1425
58,CTSI,27,52.03930381,13.3%,2.57067197,0.4%,-1.12398365,01:32:42 05/21/20,1425
59,AION,12,10.44820821,3.2%,0.97925749,0.4%,0.84211405,01:38:32 05/21/20,1431
60,ONE,3,4.45922575,6.2%,1.37341855,1.6%,1.37341855,01:42:23 05/21/20,1435
61,WAVES,10,6.5276315,8.3%,1.26007357,0.8%,0.70424115,01:43:56 05/21/20,1436
62,FUEL,9,17.73956824,157.3%,3.57051738,10.1%,3.49734282,01:43:56 05/21/20,1436
63,XTZ,12,21.10923009,2.4%,4.01827395,0.3%,1.50188153,01:45:43 05/21/20,1438
64,TFUEL,36,41.94254275,44.0%,2.13519711,0.9%,2.13363219,01:52:35 05/21/20,1445
65,STORJ,11,8.47623996,20.5%,1.42673433,1.6%,0.08353411,01:53:39 05/21/20,1446
66,NEO,13,10.25581193,8.6%,1.30484352,0.6%,1.30175212,01:55:59 05/21/20,1448
67,TNT,15,11.39450084,6.7%,2.83136126,1.0%,-0.68210598,01:56:04 05/21/20,1448
68,TFUEL,37,42.86844288,44.9%,1.97393483,0.8%,0.92590013,01:57:34 05/21/20,1450
69,WAN,1,0.77549281,1.5%,0.95464839,1.5%,0.77549281,01:58:17 05/21/20,1451
70,TFUEL,38,44.66069572,45.7%,1.93756284,0.8%,1.79225284,02:02:35 05/21/20,1455
71,TFUEL,39,45.44998582,46.0%,0.7892901,0.3%,0.7892901,02:04:34 05/21/20,1457
72,TFUEL,1,0.51650355,0.9%,1.75880991,0.9%,0.51650355,02:07:18 05/21/20,1
73,THETA,2,11.66057136,0.9%,9.93370404,0.6%,7.20709692,02:07:34 05/21/20,1
74,FTM,1,1.80390705,2.1%,1.98489115,2.1%,1.80390705,02:07:35 05/21/20,1
75,STX,1,0.300503,5.0%,1.37080894,5.0%,0.300503,02:12:43 05/21/20,6
76,QTUM,1,1.66853708,2.5%,1.66853708,2.5%,1.66853708,02:14:35 05/21/20,8
77,POWR,2,2.03634059,1.8%,1.43152819,1.1%,1.22853137,02:14:36 05/21/20,8
78,ETC,1,1.91102262,0.8%,2.24276556,0.8%,1.91102262,02:15:22 05/21/20,9
79,POWR,3,2.43083334,2.8%,1.27102743,0.9%,0.39449275,02:15:37 05/21/20,9
80,TFUEL,2,0.77090077,1.7%,1.44888842,0.8%,0.25439722,02:17:17 05/21/20,11
81,TFUEL,3,1.41186212,-0.4%,1.98876693,1.0%,0.90217017,02:19:17 05/21/20,13
82,CTSI,0,-1.3373452,-1.2%,4.41152404,1.2%,-1.3373452,02:19:25 05/21/20,13
83,THETA,3,17.30873824,1.0%,7.0594927,0.4%,-1.18376178,02:19:32 05/21/20,13
84,POWR,5,4.1801582999999995,4.3%,0.92201561,0.7%,0.60816039,02:20:36 05/21/20,14
85,THETA,4,14.6175271,1.5%,6.17017637,0.3%,-3.88675047,02:25:31 05/21/20,19
86,STORJ,2,1.69446134,3.1%,1.66196838,1.9%,1.02603574,02:27:41 05/21/20,21
87,XLM,2,1.83249695,0.8%,1.60413253,0.4%,1.17420561,02:29:17 05/21/20,23
88,THETA,4,10.22208396,0.7%,7.23952025,0.4%,-2.23077881,02:29:32 05/21/20,23
89,ZRX,1,1.73898119,0.4%,1.73898119,0.4%,1.73898119,02:29:46 05/21/20,23
90,SC,2,1.9454699,14.6%,1.14051652,8.3%,1.14051652,02:30:31 05/21/20,24
91,ZIL,1,1.12645273,0.6%,1.13581139,0.6%,1.12645273,02:30:37 05/21/20,24
92,THETA,5,10.87033681,1.0%,5.99520599,0.3%,0.64825285,02:32:32 05/21/20,26
