,Coin,Pings,Net Vol BTC,Net Vol %,Recent Total Vol BTC,Recent Vol %,Recent Net Vol,Datetime,id
0,BNB,1,-6.95532672,-0.8%,5.85134085,0.3%,-4.34098745,00:01:25 05/13/20,111
1,ICX,2,1.52165603,1.5%,0.77522301,0.7%,0.76009361,00:02:50 05/13/20,112
2,THETA,1,2.34282686,0.4%,2.35070066,0.4%,2.34282686,00:04:35 05/13/20,114
3,XLM,4,2.79756687,1.7%,2.19589023,0.4%,0.43429503,00:06:17 05/13/20,116
4,ZRX,3,5.65029436,1.2%,3.40303848,0.4%,0.1303316,00:06:18 05/13/20,116
5,XTZ,3,5.92745032,1.5%,3.28778553,0.5%,-0.79735375,00:08:50 05/13/20,118
6,XTZ,3,4.32296169,1.0%,3.16921563,0.5%,-1.60448863,00:09:46 05/13/20,119
7,XLM,5,3.69660888,2.0%,1.65178345,0.3%,0.89904201,00:21:17 05/13/20,131
8,BAT,5,9.38441724,2.9%,2.62283986,0.6%,1.68030762,00:21:41 05/13/20,131
9,RVN,3,5.04427965,1.3%,1.60886,0.4%,1.6048692,00:24:34 05/13/20,134
10,ADA,0,-6.93295376,-1.2%,9.113613,1.2%,-6.93295376,00:33:51 05/13/20,143
11,ETH,0,-3.03185545,-0.4%,14.61397325,0.4%,-3.03185545,00:34:22 05/13/20,144
12,KNC,1,0.80720938,0.4%,1.25309624,0.4%,0.80720938,00:36:40 05/13/20,146
13,XTZ,3,-2.51389323,-0.4%,9.02594976,1.4%,-6.83685492,00:36:47 05/13/20,146
14,KNC,2,1.2093559999999999,0.8%,1.28023482,0.4%,0.40214662,00:41:40 05/13/20,151
15,SNT,4,7.07212317,0.5%,1.78848643,0.4%,0.49141763,00:41:50 05/13/20,151
16,CHZ,5,5.80258154,5.6%,0.86377386,0.6%,0.86377386,00:45:25 05/13/20,155
17,CHZ,6,7.09243481,6.5%,1.29158743,0.9%,1.28985327,00:46:26 05/13/20,156
18,KNC,4,3.04770959,1.6%,1.40993215,0.4%,1.39267525,00:46:40 05/13/20,156
