,Coin,Pings,Net Vol BTC,Net Vol %,Recent Total Vol BTC,Recent Vol %,Recent Net Vol,Datetime,id
0,MATIC,5,12.04794519,-0.3%,8.62065411,0.4%,5.92220017,00:00:20 05/14/20,89
1,POWR,1,0.96716292,2.0%,1.17589662,2.0%,0.96716292,00:00:29 05/14/20,89
2,CELR,1,1.49419454,5.6%,1.49419454,5.6%,1.49419454,00:07:26 05/14/20,96
3,VET,1,1.39350672,0.7%,1.39350672,0.7%,1.39350672,00:09:47 05/14/20,98
4,VET,2,2.52892656,1.3%,1.13541984,0.6%,1.13541984,00:10:46 05/14/20,99
5,BNB,2,4.60628113,1.3%,12.72372734,0.8%,3.35153432,00:12:52 05/14/20,101
6,MATIC,7,31.63951652,0.9%,17.26870872,0.7%,12.79838022,00:14:20 05/14/20,103
7,OGN,0,-1.03274812,-2.0%,4.6184409,2.0%,-1.03274812,00:14:49 05/14/20,103
8,BNB,4,16.15857579,3.8%,17.08890812,1.0%,2.0790078000000003,00:14:54 05/14/20,103
9,LTC,0,-0.80563354,-0.4%,2.29374976,0.4%,-0.80563354,00:15:31 05/14/20,104
10,RVN,3,3.83505405,1.5%,1.08438864,0.3%,0.43474944,00:15:33 05/14/20,104
11,BAT,2,-0.37229112,0.7%,1.18752126,0.3%,1.14127446,00:15:36 05/14/20,104
12,XLM,2,3.62693453,1.2%,1.83120685,0.4%,1.44657485,00:15:41 05/14/20,104
13,BNB,5,19.04014475,4.4%,10.47351554,0.6%,2.88156896,00:15:52 05/14/20,104
14,ZRX,2,0.17780117,0.9%,3.50731252,0.5%,0.04889104,00:17:24 05/14/20,106
15,BNB,7,28.16774376,6.3%,21.011746300000002,1.3%,6.30604746,00:17:51 05/14/20,106
16,LINK,1,4.80168103,0.4%,5.06805369,0.4%,4.80168103,00:19:23 05/14/20,108
17,LINK,2,8.61204469,0.9%,5.3622488,0.4%,3.81036366,00:22:23 05/14/20,111
18,ENJ,1,1.82086717,0.1%,2.53780058,0.4%,2.42814966,00:25:25 05/14/20,114
19,THETA,3,1.95471444,0.3%,1.02110666,0.4%,0.94742186,00:32:21 05/14/20,121
