,Coin,Pings,Net Vol BTC,Net Vol %,Recent Total Vol BTC,Recent Vol %,Recent Net Vol,Datetime,id
0,WAVES,22,19.03874694,13.2%,1.21228811,0.4%,1.04546593,08:42:22 04/27/20,1201
1,STEEM,87,101.46111241,45.2%,5.08811053,0.4%,-2.69859615,08:42:46 04/27/20,1201
2,WAVES,23,19.632901999999998,13.5%,0.87289976,0.3%,0.59415506,08:43:23 04/27/20,1202
3,WAVES,24,20.43582147,13.9%,1.19114357,0.4%,0.80291947,08:45:23 04/27/20,1204
4,WAVES,25,21.19800413,14.5%,1.60442214,0.6%,0.76218266,08:46:22 04/27/20,1205
5,VIB,21,39.00276004,42.3%,1.5828192,1.3%,1.567392,08:46:45 04/27/20,1205
6,WAVES,25,20.67569621,13.2%,3.58938896,1.3%,-0.52230792,08:47:23 04/27/20,1206
7,OMG,8,5.38289355,17.4%,0.8763291999999999,0.8%,0.69684718,08:47:38 04/27/20,1206
8,WAVES,26,21.62072046,14.2%,2.64847737,0.9%,0.94502425,08:48:22 04/27/20,1207
9,ALGO,22,31.60081499,9.9%,2.35141082,0.4%,-0.03826256,08:49:51 04/27/20,1208
10,ADA,70,137.94768222,40.3%,7.2313508,0.6%,4.74981888,08:54:34 04/27/20,1213
11,WAVES,27,22.04525744,14.9%,2.13995592,0.7%,0.42453698,08:57:24 04/27/20,1216
12,XRP,23,34.553495299999994,4.3%,6.91378684,0.5%,4.59959718,08:57:33 04/27/20,1216
13,TRX,35,91.58118094,24.6%,2.1652707,0.4%,-0.15193734,08:57:38 04/27/20,1216
14,SOL,6,-0.73326808,-1.0%,3.29395725,0.7%,0.69917101,08:57:43 04/27/20,1216
15,ELF,7,12.33995083,26.8%,1.08560612,1.8%,1.0710665000000001,08:59:18 04/27/20,1218
16,ELF,8,13.02788454,28.9%,1.24327107,2.0%,0.68793371,09:00:18 04/27/20,1219
17,STORJ,4,4.27712732,10.5%,1.54118785,2.5%,1.05586865,09:00:49 04/27/20,1219
18,WAVES,28,23.59889524,16.0%,3.21526694,1.1%,1.5536378,09:01:22 04/27/20,1220
19,DOGE,45,66.90942638,41.1%,1.37544906,0.4%,1.37544906,09:01:42 04/27/20,1220
20,STEEM,88,102.50119834,45.6%,4.63963555,0.4%,1.04008593,09:03:45 04/27/20,1222
21,BNB,9,-6.94376062,0.6%,10.80530212,0.3%,8.53962698,09:07:37 04/27/20,1226
22,MITH,3,3.57904793,8.9%,2.65736979,4.2%,1.77737703,09:08:20 04/27/20,1227
23,WAVES,29,23.92302521,16.4%,1.21953733,0.4%,0.32412997,09:09:22 04/27/20,1228
24,ETH,21,92.75191315,3.9%,14.32369487,0.2%,13.67500273,09:09:40 04/27/20,1228
25,COTI,41,51.93579271,41.1%,2.53607965,0.4%,2.09359145,09:10:19 04/27/20,1229
26,CHZ,19,44.54973620000001,53.4%,1.28765563,0.6%,1.02235267,09:10:42 04/27/20,1229
27,STX,1,0.12025934,2.2%,1.33831666,2.2%,0.12025934,09:11:36 04/27/20,1230
28,COTI,42,53.1347032,41.4%,1.76208349,0.3%,1.19891049,09:12:19 04/27/20,1231
29,MANA,8,9.98870657,30.2%,1.52210919,1.8%,1.42025513,09:12:28 04/27/20,1231
30,VIB,22,40.52320804,43.7%,1.838448,1.5%,1.520448,09:16:46 04/27/20,1235
