,Coin,Pings,Net Vol BTC,Net Vol %,Recent Total Vol BTC,Recent Vol %,Recent Net Vol,Datetime,id
0,BTG,3,3.92974445,5.9%,1.62420391,1.9%,1.48663311,14:20:25 04/25/20,1427
1,STORJ,2,1.44848826,5.6%,1.11799804,3.0%,0.74473168,14:21:00 04/25/20,1427
2,ARK,17,58.11976125,142.1%,13.3157096,9.5%,5.95262646,14:24:20 04/25/20,1431
3,XMR,11,23.56569838,3.6%,4.41828701,0.4%,4.26405603,14:24:46 04/25/20,1431
4,ARK,17,55.32919847,133.5%,13.14729184,8.5%,-2.79056278,14:25:20 04/25/20,1432
5,ZRX,14,25.86021635,22.5%,0.79902489,0.4%,0.78129899,14:26:18 04/25/20,1433
6,ARK,18,60.3930152,136.7%,5.27128799,3.2%,5.06381673,14:26:20 04/25/20,1433
7,XTZ,18,64.13111202,4.3%,14.96693389,0.6%,14.24791971,14:26:29 04/25/20,1433
8,LINK,3,-7.11926489,-1.3%,6.9204792,0.4%,4.16605486,14:30:48 04/25/20,1437
9,OGN,10,4.41934481,-5.2%,1.31259049,0.7%,1.06370631,14:32:32 04/25/20,1439
10,STX,2,1.10331366,-0.5%,0.71666118,0.5%,0.6879152,14:32:48 04/25/20,1439
11,ARK,20,69.63089814,142.7%,7.34574178,4.1%,6.33917734,14:33:21 04/25/20,1440
12,LINK,4,-6.54480182,-1.0%,5.97998795,0.3%,0.57446307,14:33:48 04/25/20,1440
13,MITH,2,4.78884055,17.6%,2.21309613,5.2%,1.24897461,14:34:19 04/25/20,1441
14,ARK,21,70.81776907,143.7%,1.72783135,0.9%,1.18687093,14:34:22 04/25/20,1441
15,MITH,3,5.5183369,19.2%,0.72949635,1.6%,0.72949635,14:35:17 04/25/20,1442
16,ARK,22,77.17856155,148.2%,8.35259302,4.5%,6.36079248,14:35:20 04/25/20,1442
17,CELR,13,19.24073793,29.1%,0.75667384,0.7%,0.75667384,14:36:16 04/25/20,1443
18,MITH,4,6.67402036,21.8%,1.15568346,2.5%,1.15568346,14:36:18 04/25/20,1443
19,ARK,22,74.86678613,142.8%,10.47219432,5.4%,-2.31177542,14:36:20 04/25/20,1443
20,ARK,23,76.94211258,145.6%,5.71302215,2.8%,2.07532645,14:37:20 04/25/20,1444
21,LINK,4,-9.18558845,-1.3%,6.45430579,0.3%,-2.64078663,14:38:51 04/25/20,1445
22,KNC,41,39.50201235,33.5%,1.57482942,0.4%,1.41793686,14:39:37 04/25/20,1446
23,DATA,5,6.27269596,10.1%,1.20356792,1.1%,1.16992184,14:40:33 04/25/20,1447
24,ONT,35,31.88349851,15.0%,2.80597563,0.7%,1.90579895,14:40:43 04/25/20,1447
25,ARK,24,81.83345759,148.9%,7.14144491,3.3%,4.89134501,14:41:20 04/25/20,1448
26,LINK,5,-0.51017226,-0.6%,15.33682763,0.8%,8.67541619,14:42:50 04/25/20,1449
27,INS,7,10.66501226,37.3%,1.8791343999999996,5.0%,1.87828468,14:42:56 04/25/20,1449
28,ATOM,36,32.87284148,12.8%,2.75254155,0.3%,1.33946609,14:43:38 04/25/20,1450
29,ONT,36,33.69204029,15.8%,3.1836673,0.8%,1.80854178,14:43:46 04/25/20,1450
30,INS,8,11.63545626,39.7%,0.970444,2.4%,0.9704440000000001,14:43:57 04/25/20,1450
31,POE,2,2.83204082,15.8%,1.55200038,8.0%,1.55200038,14:44:39 04/25/20,1451
32,FTT,2,2.98765115,8.2%,1.78929503,4.2%,1.78929503,14:44:47 04/25/20,1451
33,STEEM,8,8.18951456,6.0%,3.55925204,1.3%,2.50554792,14:45:54 04/25/20,1452
34,STEEM,8,8.04284219,5.3%,2.07690769,0.7%,-0.14667237,14:46:50 04/25/20,1453
35,ARK,25,82.69467315,149.3%,1.08735314,0.5%,0.86121556,14:47:21 04/25/20,1454
36,ARK,26,83.97345096,150.0%,1.52456401,0.7%,1.27877781,14:49:20 04/25/20,1456
37,DATA,6,7.55212784,11.2%,1.28349844,1.1%,1.27943188,14:49:31 04/25/20,1456
38,MITH,5,7.79064598,24.1%,1.13618208,2.3%,1.11662562,14:50:18 04/25/20,1457
39,DATA,7,8.22592007,11.8%,0.74169125,0.6%,0.67379223,14:50:33 04/25/20,1457
40,LINK,5,-2.30392045,-1.0%,8.49673935,0.4%,-1.79374819,14:50:50 04/25/20,1457
41,MITH,6,8.70823849,25.9%,0.91759251,1.8%,0.91759251,14:51:17 04/25/20,1458
