,Coin,Pings,Net Vol BTC,Net Vol %,Recent Total Vol BTC,Recent Vol %,Recent Net Vol,Datetime,id
0,COS,60,117.82232764,23.8%,4.65985892,0.5%,4.17982144,00:00:24 05/24/20,1264
1,COS,62,127.3349627,25.4%,6.91765951,0.7%,1.86991215,00:02:26 05/24/20,1266
2,TFUEL,54,224.61996214,27.1%,8.90517055,0.4%,4.72868983,00:02:28 05/24/20,1266
3,POLY,2,2.33536736,4.5%,1.56649824,2.8%,1.50340178,00:02:34 05/24/20,1266
4,STEEM,33,23.37757593,15.1%,2.00732905,0.4%,-0.26674335,00:05:17 05/24/20,1269
5,XMR,20,30.81490616,6.6%,3.23991543,0.5%,3.01061183,00:05:31 05/24/20,1269
6,THETA,31,47.44914191,10.0%,7.86632982,0.5%,2.54304024,00:05:46 05/24/20,1269
7,XEM,2,2.05018799,1.9%,0.89694043,0.5%,0.67006029,00:05:52 05/24/20,1269
8,TFUEL,57,228.76192951,28.3%,9.79374375,0.4%,0.20868661,00:07:25 05/24/20,1271
9,AMB,8,6.55403968,24.3%,0.77811254,1.2%,0.77811254,00:07:51 05/24/20,1271
10,IOTX,38,45.73652463,23.2%,1.45387095,0.4%,1.43755871,00:10:21 05/24/20,1274
11,TFUEL,58,240.08386009,28.9%,12.94777278,0.6%,11.32193058,00:10:27 05/24/20,1274
12,MTL,3,2.69915299,2.9%,1.12077766,0.9%,0.81592652,00:10:57 05/24/20,1274
13,VIB,45,75.30904807,41.3%,2.29309547,0.9%,-0.86569881,00:12:43 05/24/20,1276
14,THETA,32,51.49073263,10.3%,4.73754136,0.3%,4.04159072,00:12:45 05/24/20,1276
15,ADX,2,1.74038198,5.0%,1.03571377,2.2%,1.02889357,00:14:33 05/24/20,1278
16,TFUEL,59,244.89449047,30.0%,25.76166424,1.1%,4.81063038,00:16:26 05/24/20,1280
17,TFUEL,60,249.55994608,30.6%,14.24570807,0.6%,4.66545561,00:17:25 05/24/20,1281
18,TFUEL,61,241.99870857,30.0%,48.18887844,2.0%,-10.33386014,00:19:25 05/24/20,1283
19,THETA,32,50.67537498,10.0%,4.90798961,0.3%,-0.81535765,00:19:42 05/24/20,1283
20,TFUEL,62,243.21406071,30.5%,11.51256268,0.5%,1.21535214,00:20:24 05/24/20,1284
21,VIB,46,75.8752272,41.8%,1.27242863,0.5%,0.56617913,00:20:40 05/24/20,1284
22,CELR,5,8.16538569,10.2%,1.31501718,1.4%,1.31501718,00:20:45 05/24/20,1284
23,AMB,9,11.75867833,31.9%,5.24272313,7.7%,5.20463865,00:20:49 05/24/20,1284
24,TFUEL,62,235.28606036,29.3%,17.02483969,0.7%,-3.78310159,00:22:24 05/24/20,1286
