,Coin,Pings,Net Vol BTC,Net Vol %,Recent Total Vol BTC,Recent Vol %,Recent Net Vol,Datetime,id
0,ONG,1,0.76361892,0.6%,0.83189272,0.6%,0.76361892,00:00:40 09/05/20,1313
1,STORJ,45,30.08134536,2.4%,10.683997,1.1%,-5.9516702000000015,00:01:31 09/05/20,1314
2,CHZ,8,8.11610548,5.1%,0.72824993,0.3%,0.72543077,00:03:31 09/05/20,1316
3,TRB,8,5.18480632,1.2%,2.74445005,0.3%,-0.89312933,00:03:31 09/05/20,1316
4,ETH,69,1023.64078612,5.6%,15.03149182,0.0%,10.67128506,00:03:46 09/05/20,1316
5,STORJ,45,28.47387846,2.0%,3.28004066,0.3%,-1.6074669,00:05:30 09/05/20,1318
6,LOOM,5,4.96874537,3.4%,1.35477588,0.6%,1.0182745999999998,00:06:30 09/05/20,1319
7,IRIS,15,23.28704394,12.0%,1.46111311,0.5%,1.34902207,00:06:47 09/05/20,1319
8,COS,5,5.01469574,5.1%,2.63592314,1.9%,1.21945034,00:08:39 09/05/20,1321
9,VET,8,21.82528704,1.0%,7.56505121,0.3%,2.70897421,00:10:57 09/05/20,1323
10,LOOM,6,6.23175847,4.0%,1.40253712,0.7%,1.2630131000000002,00:11:32 09/05/20,1324
11,TOMO,11,9.71409513,5.0%,1.84968041,0.4%,1.39550493,00:15:27 09/05/20,1328
12,IOST,27,32.94680349,5.0%,2.53575492,0.3%,2.50006658,00:16:44 09/05/20,1329
13,BQX,5,3.36257069,4.4%,0.96114382,0.7%,0.936644,00:21:20 09/05/20,1334
14,WRX,6,4.36279733,4.4%,1.37953936,0.8%,1.04026622,00:23:21 09/05/20,1336
15,ETH,71,1044.02231511,5.6%,13.57621758,0.0%,10.24379474,00:25:45 09/05/20,1338
16,BNB,11,73.95262292,0.5%,14.89829647,0.1%,11.39068777,00:28:21 09/05/20,1341
17,ETH,73,1127.14014969,5.9%,71.42591923,0.2%,61.24644765,00:30:42 09/05/20,1343
18,ETH,74,1140.62939195,5.9%,20.50818086,0.1%,13.48924226,00:33:43 09/05/20,1346
19,DREP,6,23.30834948,27.1%,7.95990173,7.0%,7.79708523,00:38:27 09/05/20,1351
20,EOS,28,10.23557912,0.3%,17.39590381,0.3%,-1.17591631,00:42:23 09/05/20,1355
21,LOOM,8,7.98097963,5.1%,1.02040714,0.5%,0.55140566,00:43:30 09/05/20,1356
22,ICX,11,10.68617126,2.9%,4.72804264,0.8%,0.8453611999999999,00:43:50 09/05/20,1356
23,REP,6,4.28448605,2.9%,1.04151459,0.4%,0.70584101,00:57:52 09/05/20,1370
24,YFI,3,11.80979832,2.6%,11.76704768,0.2%,10.74586994,01:00:41 09/05/20,1373
25,KNC,9,11.61266684,3.1%,9.50294496,0.7%,2.50787008,01:03:45 09/05/20,1376
26,TROY,15,21.92995403,3.3%,1.7559894,0.4%,1.7559894,01:06:03 09/05/20,1378
27,VIBE,2,2.45132076,6.3%,1.7513819,4.0%,1.71477896,01:07:31 09/05/20,1380
