,Coin,Pings,Net Vol BTC,Net Vol %,Recent Total Vol BTC,Recent Vol %,Recent Net Vol,Datetime,id
0,ONE,13,20.38555833,10.8%,0.8276111999999999,0.4%,0.6469775999999999,23:59:36 05/16/20,1481
1,ZIL,0,-14.99444062,-4.7%,20.09480546,4.7%,-14.99444062,00:09:18 05/17/20,4
2,ZIL,1,-14.15947221,-4.1%,2.87875337,0.6%,0.83496841,00:10:19 05/17/20,5
3,NKN,1,0.72697185,0.6%,0.72697185,0.6%,0.72697185,00:10:35 05/17/20,5
4,ZIL,2,-13.48608265,-3.6%,2.09903392,0.5%,0.67338956,00:12:20 05/17/20,7
5,TNT,1,0.96803931,0.9%,0.99020025,0.9%,0.96803931,00:12:36 05/17/20,7
6,PERL,1,0.74177805,3.3%,1.38409407,3.3%,0.74177805,00:14:50 05/17/20,9
7,STEEM,1,0.59508768,2.7%,0.85734132,2.7%,0.59508768,00:15:45 05/17/20,10
8,BNB,1,6.83756461,0.6%,8.69902711,0.6%,6.83756461,00:19:45 05/17/20,14
9,TRX,1,1.0213984,0.5%,1.0213984,0.5%,1.0213984,00:24:36 05/17/20,19
10,SC,1,1.41139218,20.7%,1.41139218,20.7%,1.41139218,00:26:50 05/17/20,21
11,BCH,1,0.70185123,0.4%,2.57384519,0.4%,0.70185123,00:29:36 05/17/20,24
12,CELR,1,1.99227912,2.2%,4.06634592,2.2%,1.99227912,00:29:45 05/17/20,24
13,EOS,1,1.54363748,0.3%,1.63904456,0.3%,1.54363748,00:29:51 05/17/20,24
14,SNT,2,6.54987508,12.9%,2.51368109,4.2%,2.34769943,00:31:44 05/17/20,26
15,ANKR,1,0.72410783,3.9%,0.74286887,3.9%,0.72410783,00:32:21 05/17/20,27
16,ZRX,1,2.51144827,0.1%,3.19779462,0.4%,-1.63467322,00:32:23 05/17/20,27
17,ENJ,2,3.39884374,1.1%,2.3764407000000003,0.7%,2.10357504,00:32:23 05/17/20,27
18,LTC,0,-0.04608718,-0.4%,2.4840362999999996,0.4%,-0.04608718,00:32:24 05/17/20,27
19,BCH,2,2.22711193,1.0%,3.85341924,0.6%,1.5252607,00:32:35 05/17/20,27
20,LINK,0,-7.15161035,-2.0%,15.49647461,2.0%,-7.15161035,00:32:41 05/17/20,27
21,ETH,1,0.78212452,0.4%,17.75495126,0.4%,0.78212452,00:32:45 05/17/20,27
22,XRP,0,-1.6274164,-0.7%,4.4890011,0.7%,-1.6274164,00:32:49 05/17/20,27
23,BAT,1,0.53438438,0.4%,1.22930088,0.4%,0.53438438,00:34:16 05/17/20,29
24,XLM,1,0.53471879,0.5%,1.01033639,0.5%,0.53471879,00:34:29 05/17/20,29
25,ZRX,2,7.02232469,1.0%,6.3183096,0.8%,4.51087642,00:36:23 05/17/20,31
26,ENJ,2,2.9549417,-0.2%,4.65508704,1.4%,-0.44390204,00:36:23 05/17/20,31
27,ENJ,3,3.88271678,0.1%,1.15684108,0.3%,0.92777508,00:37:23 05/17/20,32
28,ADA,3,6.05731385,3.1%,1.28066203,0.5%,0.16588997,00:44:42 05/17/20,39
29,SNT,4,7.74980264,16.5%,0.80711338,1.2%,0.8000744000000001,00:44:44 05/17/20,39
30,SNT,5,8.35349107,18.1%,1.04009699,1.6%,0.60368843,00:46:42 05/17/20,41
31,IOTA,2,3.02796647,4.4%,1.74807557,2.4%,1.67904779,00:47:50 05/17/20,42
32,MATIC,1,3.15388673,0.3%,3.93075895,0.3%,3.15388673,00:49:55 05/17/20,44
33,LTC,2,1.01102744,0.3%,2.15190357,0.3%,0.81157985,00:51:23 05/17/20,46
34,LINK,0,-8.38321192,-2.3%,2.86831977,0.4%,-1.23160157,00:51:41 05/17/20,46
35,EOS,1,1.21032281,-0.1%,2.23990329,0.4%,-0.33331467,00:52:46 05/17/20,47
36,BAT,2,1.85876692,0.9%,1.32438254,0.5%,1.32438254,00:57:16 05/17/20,52
37,NEO,1,3.5378596,1.8%,3.5378596,1.8%,3.5378596,01:01:18 05/17/20,56
38,ENG,0,-2.17061417,-13.2%,3.72433331,13.2%,-2.17061417,01:02:31 05/17/20,57
39,ADA,4,7.35280868,3.5%,1.29549483,0.5%,1.29549483,01:04:43 05/17/20,59
40,LINK,1,-4.29173109,-1.8%,4.09148083,0.5%,4.09148083,01:11:40 05/17/20,66
41,ZIL,2,-21.71246779,-6.7%,3.20442848,0.7%,-0.81183264,01:16:19 05/17/20,71
42,ZEC,0,-3.0556724,-5.3%,6.4535512000000015,5.3%,-3.0556724,01:26:24 05/17/20,81
43,ZEC,1,-1.91487301,-2.2%,4.00046761,3.1%,1.14079939,01:27:24 05/17/20,82
44,ZRX,3,7.60911039,1.3%,2.71260252,0.3%,0.5867857,01:31:23 05/17/20,86
45,ENJ,5,7.7264272,0.8%,1.71405399,0.5%,-0.00227741,01:32:23 05/17/20,87
46,XTZ,2,3.18708903,0.4%,2.95522431,0.4%,0.51815617,01:36:29 05/17/20,91
47,BAND,2,1.29672161,2.6%,0.86232205,1.0%,0.75903833,01:37:20 05/17/20,92
48,ZEC,3,-0.35546644,-0.1%,1.35880877,1.0%,1.35880877,01:39:24 05/17/20,94
49,WAVES,1,0.56422828,2.1%,0.9667128,2.1%,0.56422828,01:42:39 05/17/20,97
50,ZEC,4,0.29007113,0.6%,1.00889697,0.7%,0.64553757,01:48:24 05/17/20,103
51,XLM,2,1.35180291,0.9%,0.84078016,0.4%,0.81708412,01:48:30 05/17/20,103
52,ZEC,4,-2.11385315,-3.8%,6.35327362,4.4%,-2.40392428,01:49:25 05/17/20,104
53,LINK,1,-18.86954628,-5.7%,33.09708875,3.9%,-14.57781519,01:51:42 05/17/20,106
54,LINK,2,-17.18343456,-5.7%,3.48360905,0.4%,2.30106779,01:53:45 05/17/20,108
55,ZEC,5,0.28052367,-1.7%,3.18929196,2.1%,2.39437682,01:54:25 05/17/20,109
56,ALGO,1,0.93209531,0.8%,1.16456735,0.8%,0.93209531,02:01:37 05/17/20,116
57,DOCK,1,0.73134615,2.1%,1.00126957,2.1%,0.73134615,02:04:25 05/17/20,119
58,ZEC,6,1.02341493,-0.3%,2.26826524,1.4%,0.74289126,02:08:26 05/17/20,123
59,DASH,2,1.43294429,1.3%,1.06644693,0.7%,0.55754419,02:11:26 05/17/20,126
60,ICX,1,0.71717908,-1.0%,0.72850494,0.8%,0.72644142,02:11:43 05/17/20,126
61,ETH,1,-6.39179067,-0.5%,15.99429554,0.3%,-5.15877054,02:13:51 05/17/20,128
62,ZIL,3,-17.24595766,-5.8%,4.46651013,0.9%,4.46651013,02:14:19 05/17/20,129
63,ETC,1,0.94316399,0.7%,5.46249307,0.7%,0.94316399,02:16:36 05/17/20,131
64,FET,1,0.30217264,-0.5%,2.1449968,1.3%,-0.02620804,02:16:42 05/17/20,131
65,LINK,2,-18.20424858,-6.0%,2.88680378,0.3%,-1.02081402,02:16:45 05/17/20,131
66,ETH,1,-65.8761077,-1.7%,64.56441777,1.3%,-59.48431703,02:16:49 05/17/20,131
67,HIVE,1,3.07720686,33.7%,11.08038874,33.7%,3.07720686,02:18:43 05/17/20,133
68,ETC,1,-1.32249202,0.0%,5.33135795,0.7%,-2.26565601,02:19:34 05/17/20,134
69,ADA,4,5.30358892,2.2%,3.69793682,1.3%,-2.04921976,02:19:42 05/17/20,134
70,LTC,2,0.84052523,0.0%,2.27611595,0.3%,-0.17050221,02:21:26 05/17/20,136
71,ZEC,8,2.31643274,2.0%,2.27265379,1.3%,0.01907055,02:24:24 05/17/20,139
72,XTZ,3,5.83189087,0.8%,2.8918812999999997,0.4%,2.64480184,02:29:29 05/17/20,144
73,COS,2,1.82210908,1.1%,0.999999,0.6%,0.999999,02:31:33 05/17/20,146
74,ZEC,11,4.85834239,6.9%,1.00012845,0.5%,0.97792667,02:38:24 05/17/20,153
75,DASH,3,2.25449957,1.9%,0.86536932,0.6%,0.82155528,02:38:25 05/17/20,153
