,Coin,Pings,Net Vol BTC,Net Vol %,Recent Total Vol BTC,Recent Vol %,Recent Net Vol,Datetime,id
0,REQ,58,143.36690622,80.0%,1.65721763,0.3%,0.10410537,23:59:49 06/24/20,1288
1,MATIC,44,141.49844215,18.6%,4.67359887,0.4%,4.66609167,23:59:57 06/24/20,1288
2,KAVA,35,55.8991517,21.8%,2.57529837,0.6%,2.35594713,00:01:21 06/25/20,1290
3,GRS,1,0.88113557,2.5%,1.95380693,2.5%,0.88113557,00:01:43 06/25/20,1290
4,KAVA,36,56.85304303,22.6%,3.50934849,0.8%,0.95389133,00:02:21 06/25/20,1291
5,GRS,2,2.1093887000000002,5.4%,2.40022917,2.9%,1.22825313,00:02:41 06/25/20,1291
6,ONT,16,-9.59341373,0.1%,3.59316434,0.4%,3.15425564,00:02:44 06/25/20,1291
7,REQ,61,155.86146525,83.7%,12.76181474,2.3%,7.43899014,00:04:50 06/25/20,1293
8,KAVA,38,59.45834401,24.4%,3.47748131,0.8%,-1.24721109,00:06:20 06/25/20,1295
9,REQ,63,162.21499381,86.4%,9.19207793,1.6%,1.64319465,00:06:49 06/25/20,1295
10,KAVA,39,59.59054686,24.8%,1.46703299,0.3%,0.13220285,00:07:21 06/25/20,1296
11,ONE,5,17.26998297,18.1%,0.87881347,0.6%,0.87881347,00:07:25 06/25/20,1296
12,KAVA,40,60.22594744,25.1%,1.7024249,0.4%,0.63540058,00:09:22 06/25/20,1298
13,SC,18,-4.43141486,-23.4%,4.40741694,0.7%,4.40741694,00:09:44 06/25/20,1298
14,REQ,64,163.19370935,86.7%,3.56137914,0.6%,1.0673758999999998,00:09:55 06/25/20,1298
15,REQ,64,158.85681636,84.9%,10.03808145,1.7%,-4.33689299,00:11:57 06/25/20,1300
16,SKY,15,17.22694608,21.6%,0.94846897,0.6%,0.85431861,00:12:29 06/25/20,1301
17,OMG,10,10.31066002,9.4%,1.89880191,1.1%,1.89880191,00:12:46 06/25/20,1301
18,ARK,31,25.44679917,16.9%,6.819152000000001,2.3%,-4.85996754,00:12:49 06/25/20,1301
19,IOTX,6,7.24652511,14.8%,0.77862785,1.0%,0.72416905,00:14:38 06/25/20,1303
20,VET,28,105.0007945,18.6%,3.42210544,0.4%,3.42150064,00:14:59 06/25/20,1303
21,HBAR,4,-0.30280874,-4.0%,1.27433344,0.6%,0.41967838,00:16:31 06/25/20,1305
22,VITE,3,2.2732292000000003,-10.6%,3.21938133,4.8%,2.72165793,00:16:36 06/25/20,1305
23,SC,21,10.6799168,-20.7%,6.08028664,0.9%,6.08028664,00:19:45 06/25/20,1308
24,ENJ,7,8.14288078,1.5%,3.64395251,0.6%,-0.67682351,00:23:45 06/25/20,1312
25,KAVA,42,61.04507863,26.3%,3.1839815,0.7%,0.39841638,00:26:22 06/25/20,1315
26,STRAT,14,16.86367426,10.8%,1.65809602,0.8%,1.40243786,00:31:51 06/25/20,1320
27,MBL,14,23.3043732,7.3%,1.2655146000000002,0.8%,1.2655146000000002,00:36:48 06/25/20,1325
28,ONG,12,11.76734013,9.2%,3.12912433,1.2%,0.18048859,00:36:58 06/25/20,1325
29,MBL,15,24.3072312,7.9%,1.002858,0.7%,1.002858,00:43:52 06/25/20,1332
30,REQ,65,159.27563840000005,85.4%,2.5795404,0.4%,0.41882204,00:48:54 06/25/20,1337
31,STRAT,17,21.07283711,13.8%,2.72804941,1.2%,0.69157301,00:49:47 06/25/20,1338
32,ZRX,22,32.47401282,14.3%,1.73023442,0.4%,1.68224642,00:51:23 06/25/20,1340
33,BNB,38,136.36968697,15.7%,6.22075579,0.3%,5.30825411,00:53:20 06/25/20,1342
34,STRAT,18,22.11947467,14.5%,1.45474994,0.7%,1.04663756,00:53:45 06/25/20,1342
35,BNB,39,141.70825783,16.0%,5.60399138,0.3%,5.33857086,00:54:20 06/25/20,1343
36,KAVA,43,61.27126279,26.0%,1.62068838,0.3%,0.39929222,00:54:20 06/25/20,1343
37,STMX,7,13.0356394,36.9%,0.94430019,1.5%,0.94430019,00:58:48 06/25/20,1347
38,KAVA,44,62.77731907,26.4%,1.63997872,0.3%,1.50605628,01:18:20 06/25/20,1367
39,ATOM,24,32.84823671,17.7%,2.85320976,0.4%,0.61847498,01:22:00 06/25/20,1370
40,LTC,25,21.86032845,4.1%,2.91048373,0.4%,1.89108711,01:22:02 06/25/20,1370
41,BNB,41,154.85822361,16.7%,5.9362162000000005,0.3%,5.56241788,01:26:20 06/25/20,1375
42,ONG,15,14.30479775,10.4%,1.0681731,0.4%,1.02314008,01:26:57 06/25/20,1375
43,SOL,18,25.50163755,24.2%,2.10469227,0.8%,2.10469227,01:31:00 06/25/20,1379
44,LTC,26,24.51460458,4.4%,2.67837489,0.3%,2.65427613,01:31:01 06/25/20,1379
45,TFUEL,11,5.90775194,-0.9%,1.8856612000000001,0.4%,-0.47929112,01:33:49 06/25/20,1382
46,KNC,22,22.21221264,3.7%,2.20830726,0.3%,1.82127244,01:35:35 06/25/20,1384
47,RVN,15,24.90954206,2.8%,2.25000962,0.4%,1.57655598,01:40:29 06/25/20,1389
48,LUN,24,45.92137365,33.4%,1.09860648,0.4%,1.0186860999999998,01:41:46 06/25/20,1390
49,CMT,11,6.36986457,2.1%,1.17864483,0.4%,1.11229915,01:46:24 06/25/20,1395
50,STORJ,6,6.33971547,8.8%,0.74264148,0.8%,0.69384956,01:48:37 06/25/20,1397
51,MANA,5,0.99613491,-3.5%,0.70515174,0.7%,0.70239822,01:50:23 06/25/20,1399
52,BNB,46,188.65052541,18.7%,6.23191693,0.3%,5.82500981,01:51:22 06/25/20,1400
53,DUSK,4,11.3555859,29.4%,8.62633862,17.2%,6.22747252,01:51:29 06/25/20,1400
54,DCR,1,0.94423941,1.8%,0.98227521,1.8%,0.94423941,02:01:23 06/25/20,1410
55,COTI,27,22.66059069,12.9%,1.0585062,0.4%,0.8352298,02:06:34 06/25/20,1415
56,REQ,68,161.47328443,87.0%,6.06232684,0.9%,0.36943378,02:10:52 06/25/20,1419
57,WRX,20,27.4075808,31.0%,0.99999342,0.4%,0.47334222,02:16:56 06/25/20,1425
58,XTZ,18,-19.33263724,-2.8%,7.50413619,0.5%,2.90855065,02:25:40 06/25/20,1434
59,BNB,47,194.01640663,19.0%,6.4548818,0.3%,5.36588122,02:27:21 06/25/20,1436
60,LINK,6,-11.12072989,-2.3%,18.13563246,0.4%,-5.5804344000000015,02:27:25 06/25/20,1436
61,ETH,42,376.59258265,3.3%,21.15480454,0.2%,11.494108500000001,02:27:37 06/25/20,1436
62,ADA,36,57.23418759,4.6%,6.76561749,0.4%,6.30873691,02:33:16 06/25/20,1442
63,XTZ,19,-18.19696264,-2.8%,5.08846029,0.3%,-0.16819275,02:33:41 06/25/20,1442
64,XLM,17,27.10253582,14.9%,4.52047319,0.9%,-2.90644261,02:42:58 06/25/20,1451
65,BNB,48,199.95081815,19.3%,6.2487767,0.3%,5.93441152,02:43:22 06/25/20,1452
66,BNB,49,209.14786309,19.8%,9.46575262,0.5%,9.19704494,02:57:21 06/25/20,1466
67,INS,26,66.08914459,47.3%,2.95699122,1.4%,2.89683648,02:57:22 06/25/20,1466
68,INS,27,68.18306029,48.2%,2.0939156999999997,1.0%,2.0939157,02:58:22 06/25/20,1467
69,ATOM,26,34.4450756,18.4%,2.24224018,0.3%,0.8278473,03:04:06 06/25/20,1472
70,DREP,21,65.96441188,21.6%,2.12882331,0.4%,2.00789909,03:05:58 06/25/20,1474
71,XTZ,1,0.48864009,0.6%,4.98453545,0.6%,0.48864009,03:07:18 06/25/20,0
72,BNB,1,6.6352353000000015,0.7%,7.91983964,0.7%,6.6352353000000015,03:07:28 06/25/20,0
73,ETH,1,35.96918068,0.6%,47.9258233,0.6%,35.96918068,03:07:47 06/25/20,0
74,BCH,1,1.48995558,0.3%,2.16836504,0.3%,1.48995558,03:07:49 06/25/20,0
75,THETA,1,2.68362879,1.3%,4.59052501,1.3%,2.68362879,03:07:51 06/25/20,0
76,REN,0,-1.75127179,-0.4%,3.31254353,0.4%,-1.75127179,03:07:52 06/25/20,0
77,EOS,1,1.58628427,0.5%,2.00507063,0.5%,1.58628427,03:07:53 06/25/20,0
78,LTC,1,1.00583222,0.3%,1.59283556,0.3%,1.00583222,03:07:55 06/25/20,0
79,RVN,0,-4.58473235,-2.7%,8.76320871,2.7%,-4.58473235,03:08:01 06/25/20,0
80,ADA,2,9.47324807,1.0%,4.97671162,0.4%,4.37842614,03:09:18 06/25/20,2
81,SC,1,0.84423645,0.3%,1.63423581,0.3%,0.84423645,03:09:42 06/25/20,2
82,ATOM,1,0.57137627,0.3%,1.21105425,0.3%,0.57137627,03:09:51 06/25/20,2
