,Coin,Pings,Net Vol BTC,Net Vol %,Recent Total Vol BTC,Recent Vol %,Recent Net Vol,Datetime,id
0,IOST,26,46.46000081,10.8%,3.33436695,0.4%,3.33372505,00:00:30 09/04/20,1366
1,WNXM,10,8.3346161,3.4%,1.6646140999999999,0.4%,1.6080211000000002,00:00:38 09/04/20,1366
2,BNB,15,-1.9307168,-1.5%,76.81293747,0.6%,-3.63718953,00:00:41 09/04/20,1366
3,GXS,2,1.26979037,-0.0%,0.97062479,0.5%,0.88762647,00:02:43 09/04/20,1368
4,COTI,12,5.1781652000000005,0.0%,5.02260699,0.5%,-2.33087417,00:02:54 09/04/20,1368
5,ETC,33,13.36513246,22.2%,5.08976943,1.0%,-0.56296913,00:03:22 09/04/20,1369
6,MATIC,13,-9.16322595,-1.3%,4.81176653,0.5%,-2.87808951,00:03:22 09/04/20,1369
7,NEO,34,82.88826414,16.1%,6.770719199999999,0.5%,0.76419934,00:03:40 09/04/20,1369
8,FIO,1,-2.32340983,-3.2%,1.03551039,0.5%,0.78539303,00:03:46 09/04/20,1369
9,ETC,34,13.47222319,22.4%,9.03340634,1.8%,1.44350744,00:05:22 09/04/20,1371
10,ANKR,11,-62.9086539,-12.2%,14.40123832,1.0%,-10.477236900000001,00:05:54 09/04/20,1371
11,JST,25,-4.04191615,0.7%,12.65973939,0.5%,-3.81705675,00:05:57 09/04/20,1371
12,LEND,14,-54.17652944,-2.9%,11.55869092,0.4%,-3.94755588,00:05:58 09/04/20,1371
13,QTUM,26,69.72301623,6.7%,11.61826574,0.7%,9.40765874,00:06:03 09/04/20,1371
14,ETC,34,10.4319353,19.0%,7.59750466,1.5%,-0.68222242,00:07:22 09/04/20,1373
15,DASH,21,-0.0238277,3.4%,2.01991217,0.4%,0.47477595,00:07:34 09/04/20,1373
16,ENG,11,11.90602655,10.2%,1.76350965,0.9%,1.06133599,00:07:35 09/04/20,1373
17,LTC,21,-49.16239756,-9.0%,16.78982623,0.6%,-2.20486451,00:07:38 09/04/20,1373
18,XRP,19,32.40142063,1.3%,17.03796873,0.3%,4.07345635,00:07:41 09/04/20,1373
19,MKR,4,5.05849795,7.5%,4.45248429,2.7%,1.16131897,00:07:58 09/04/20,1373
20,ETH,92,1438.98917609,8.0%,28.29435888,0.1%,16.47362516,00:08:01 09/04/20,1373
21,BCH,19,-7.55394305,1.8%,11.49551809,0.3%,-5.76581153,00:08:18 09/04/20,1374
22,ETC,34,8.6661577,17.6%,7.87973244,1.5%,-1.7657776,00:08:22 09/04/20,1374
23,LTC,21,-49.45892404,-9.5%,13.883636,0.5%,-0.29652648,00:08:38 09/04/20,1374
24,KAVA,11,-16.08659954,-5.6%,2.39140804,0.4%,0.02612466,00:08:42 09/04/20,1374
25,NAS,10,5.66422628,7.0%,1.60347846,0.7%,1.2207108999999998,00:08:47 09/04/20,1374
26,RLC,28,12.167617,3.6%,2.81412715,0.7%,-1.40188377,00:10:20 09/04/20,1376
27,ETC,34,5.37752906,15.8%,4.6698129999999995,0.9%,-1.46888382,00:10:22 09/04/20,1376
28,LSK,22,13.31560103,4.5%,1.90274323,0.4%,1.48109155,00:10:30 09/04/20,1376
29,QTUM,28,86.41547887,8.1%,8.65469769,0.5%,5.58129015,00:10:59 09/04/20,1376
30,ETC,34,3.45099531,13.7%,7.07655626,1.3%,-1.84497736,00:12:23 09/04/20,1378
31,ONG,8,6.44476706,6.9%,2.14851386,1.7%,1.66150942,00:12:36 09/04/20,1378
32,ENG,12,12.97916374,10.8%,1.24324093,0.6%,1.07313719,00:12:37 09/04/20,1378
33,TRX,76,890.10936125,11.2%,76.23848763,0.3%,-17.35535301,00:12:46 09/04/20,1378
34,ETC,34,1.37724651,12.3%,8.27741096,1.5%,-2.0737488,00:13:22 09/04/20,1379
35,ETC,35,2.5135520000000002,12.5%,3.49292907,0.6%,-0.96498685,00:15:22 09/04/20,1381
36,RVN,18,13.35004457,6.2%,1.65193866,0.4%,1.65193866,00:15:26 09/04/20,1381
37,ETC,35,0.59862929,11.0%,2.86052351,0.5%,-0.33056681,00:17:23 09/04/20,1383
38,BNT,7,9.52986772,10.6%,0.84693078,0.4%,0.82861896,00:17:42 09/04/20,1383
39,TRX,78,937.47653313,11.8%,52.03892078,0.2%,15.7939281,00:17:46 09/04/20,1383
40,GNT,3,2.65878522,1.3%,0.98914704,0.4%,0.97510548,00:17:47 09/04/20,1383
41,LEND,15,-48.23393379,-2.3%,15.22153847,0.6%,5.94259565,00:17:55 09/04/20,1383
42,BCD,2,1.65591706,1.8%,0.9871433,0.6%,0.9862474,00:18:25 09/04/20,1384
43,LEND,16,-44.67160454,-1.8%,11.97876677,0.5%,3.56232925,00:18:55 09/04/20,1384
44,BCD,3,2.68989878,2.8%,1.70747514,1.0%,1.03398172,00:20:25 09/04/20,1386
45,XZC,6,5.1482546,4.5%,1.02699628,0.6%,0.73770258,00:20:26 09/04/20,1386
46,LTC,21,-65.86352981,-10.9%,14.8878195,0.5%,-5.86728472,00:20:40 09/04/20,1386
47,ICX,26,32.33038034,8.9%,1.75626543,0.3%,1.50535049,00:20:40 09/04/20,1386
48,TRX,79,959.59613433,11.9%,39.50479112,0.2%,22.1196012,00:20:46 09/04/20,1386
49,DOGE,10,18.40964557,18.9%,0.96216957,0.7%,0.96216957,00:20:54 09/04/20,1386
50,ETC,36,-4.28379237,9.3%,5.05646845,0.8%,-2.82555537,00:22:23 09/04/20,1388
51,IOST,27,46.98604283,11.2%,3.02610446,0.4%,0.52604202,00:22:30 09/04/20,1388
52,DOGE,11,19.14932607,19.5%,0.74002318,0.6%,0.7396805000000001,00:22:54 09/04/20,1388
53,ETC,37,-3.65055418,10.2%,5.02714651,0.8%,0.63323819,00:23:23 09/04/20,1389
54,LTC,21,-68.48221084,-12.1%,9.44414879,0.3%,-0.73049541,00:23:40 09/04/20,1389
55,XLM,30,36.22477374,8.3%,3.24750499,0.3%,0.05523859,00:23:44 09/04/20,1389
56,CMT,3,0.85845974,-0.6%,0.72469043,0.4%,0.72469043,00:25:37 09/04/20,1391
57,LTC,22,-70.03899240000001,-11.7%,11.61493394,0.4%,-2.37967828,00:25:39 09/04/20,1391
58,ZEC,33,-15.36777103,-2.9%,4.51172554,0.4%,1.6551952,00:25:40 09/04/20,1391
59,RDN,1,0.13381876,2.1%,2.57421156,2.1%,0.13381876,00:27:53 09/04/20,1393
60,STORJ,9,3.9638697,0.9%,1.54277843,0.5%,0.87909311,00:27:53 09/04/20,1393
61,BQX,5,2.71769779,1.9%,0.77467855,0.6%,0.62642993,00:28:57 09/04/20,1394
62,LSK,23,14.71002785,4.8%,1.62182414,0.4%,1.39442682,00:30:31 09/04/20,1396
63,ETH,95,1497.35686499,8.2%,20.29027709,0.0%,14.68837823,00:31:02 09/04/20,1396
64,DREP,8,12.38160431,14.6%,2.99999986,2.5%,2.99999986,00:32:21 09/04/20,1398
65,BAT,35,27.838020399999998,8.9%,2.76508723,0.3%,0.59493475,00:32:30 09/04/20,1398
66,LTC,24,-67.62817388,-10.8%,11.2940262,0.4%,1.39560258,00:32:42 09/04/20,1398
67,QTUM,29,102.96353685,9.3%,22.1854943,1.2%,16.54805798,00:33:01 09/04/20,1398
68,DREP,9,13.67803856,15.7%,1.30616575,1.1%,1.29643425,00:33:20 09/04/20,1399
69,STORJ,11,5.97123112,1.8%,1.71583088,0.5%,1.46550636,00:35:56 09/04/20,1401
70,QTUM,30,107.44804164,9.7%,6.77188553,0.4%,4.48450479,00:36:01 09/04/20,1401
71,ATOM,25,-21.53156642,-3.5%,7.16674555,0.5%,6.70039177,00:37:18 09/04/20,1403
72,XRP,20,39.87076007,1.8%,31.8185579,0.5%,7.46933944,00:37:43 09/04/20,1403
73,STORJ,13,9.44547046,3.2%,1.33290524,0.4%,0.32538622,00:37:54 09/04/20,1403
74,COMP,12,-1.30267321,-1.1%,4.83482328,0.3%,1.63653956,00:37:54 09/04/20,1403
75,REP,11,3.75997122,-6.2%,0.96826141,0.4%,0.90306601,00:39:16 09/04/20,1405
