,Coin,Pings,Net Vol BTC,Net Vol %,Recent Total Vol BTC,Recent Vol %,Recent Net Vol,Datetime,id
0,POE,21,51.8321127,54.6%,1.4005502,0.7%,1.4005502,00:01:25 06/24/20,1318
1,DCR,2,1.64741875,1.9%,0.89047001,0.9%,0.88794759,00:03:17 06/24/20,1320
2,MDT,10,13.41548094,30.6%,2.00000066,2.8%,1.80800494,00:06:21 06/24/20,1323
3,TFUEL,33,57.10793025,24.7%,9.02547136,2.1%,3.98018286,00:10:35 06/24/20,1327
4,LUN,7,6.53553223,25.1%,1.03712644,1.9%,1.03712644,00:11:32 06/24/20,1328
5,TFUEL,34,57.43581134,25.5%,3.12021679,0.7%,0.32788109,00:11:36 06/24/20,1328
6,LUN,9,9.5920599,30.5%,2.162795,3.7%,2.13044942,00:13:35 06/24/20,1330
7,XVG,19,64.02945254,10.2%,5.533841099999999,0.6%,5.0953877,00:13:40 06/24/20,1330
8,WTC,1,0.5177794,-3.7%,2.40658006,2.3%,1.2565117000000001,00:21:21 06/24/20,1338
9,TFUEL,36,60.64190704,27.1%,5.61580133,1.2%,2.37962323,00:21:36 06/24/20,1338
10,CELR,9,13.80804477,8.7%,1.41264312,0.7%,1.41264312,00:21:44 06/24/20,1338
11,COS,25,44.08859759,40.2%,1.98554696,1.0%,1.98554696,00:21:49 06/24/20,1338
12,WTC,3,6.5904,7.4%,6.65248609,6.0%,3.43582811,00:23:21 06/24/20,1340
13,COS,27,48.62831495,43.5%,1.35512961,0.6%,1.16304721,00:23:49 06/24/20,1340
14,REP,14,13.73115421,4.6%,2.0167329,0.5%,-0.11541366,00:25:18 06/24/20,1342
15,WTC,5,11.7257519,13.5%,4.331567400000001,3.6%,3.21190834,00:25:21 06/24/20,1342
16,COS,28,49.86229706,44.1%,1.27719001,0.6%,1.23398211,00:25:50 06/24/20,1342
17,TFUEL,37,62.86414804,27.1%,3.40568533,0.7%,-1.44760245,00:26:35 06/24/20,1343
18,WTC,6,13.31207552,14.3%,1.8779393,1.4%,-0.24923286,00:28:21 06/24/20,1345
19,WTC,8,16.02594469,17.2%,1.89452075,1.4%,1.00296407,00:31:22 06/24/20,1348
20,IOTX,8,12.25991703,16.2%,4.87184712,5.2%,3.76533752,00:31:28 06/24/20,1348
21,DREP,16,38.88514741,10.3%,5.37933086,1.1%,4.84148006,00:31:49 06/24/20,1348
22,WTC,9,17.487370199999994,19.0%,2.56068463,1.9%,1.46142551,00:33:21 06/24/20,1350
23,KMD,11,7.11112006,2.4%,1.83802327,0.8%,-0.06282467,00:35:22 06/24/20,1352
24,DASH,20,12.99230296,-2.4%,1.31037104,0.4%,1.10521952,00:36:28 06/24/20,1353
25,LUN,10,14.02071013,38.6%,4.87753349,8.0%,4.42865023,00:36:32 06/24/20,1353
26,BNB,28,123.60778249,11.7%,5.43528578,0.3%,5.21458252,00:36:43 06/24/20,1353
27,COS,29,51.03464646,44.6%,1.1723494,0.5%,1.1723493999999999,00:36:49 06/24/20,1353
28,ETC,8,14.639781,6.1%,1.12995558,0.4%,1.12431376,00:36:50 06/24/20,1353
29,WTC,10,18.50957099,20.1%,1.45178303,1.0%,1.02220079,00:38:21 06/24/20,1355
30,LUN,12,16.12170712,41.8%,1.3891788,2.1%,1.3891788,00:40:32 06/24/20,1357
31,BLZ,3,2.08385813,5.2%,1.48518681,1.5%,0.54658819,00:40:47 06/24/20,1357
32,LUN,13,17.57127021,43.9%,1.48187851,2.2%,1.44956309,00:41:32 06/24/20,1358
33,TFUEL,38,63.71172628,29.7%,12.1779463,2.6%,0.84757824,00:41:35 06/24/20,1358
34,BNB,29,128.85556217,12.2%,8.276166700000001,0.5%,5.24777968,00:41:44 06/24/20,1358
35,TFUEL,40,67.61130192,30.8%,2.76214779,0.6%,1.50349395,00:43:34 06/24/20,1360
36,AMB,24,41.04003181,80.9%,1.17216881,0.5%,1.16823025,00:45:30 06/24/20,1362
37,XMR,18,39.27163908,2.8%,4.98490209,0.4%,0.62947397,00:45:44 06/24/20,1362
38,ADA,11,23.93532851,1.7%,4.12716406,0.3%,3.62415422,00:45:47 06/24/20,1362
39,XTZ,42,68.44583456,9.1%,3.63941458,0.3%,2.99876988,00:50:27 06/24/20,1367
40,LUN,15,22.64159639,52.2%,3.97903558,5.1%,3.91600048,00:50:32 06/24/20,1367
41,MTH,46,145.14888687,132.7%,0.89375392,0.3%,0.89375392,00:52:25 06/24/20,1369
42,LUN,16,23.11656783,53.8%,1.32794708,1.6%,0.47497144,00:52:32 06/24/20,1369
43,BNB,33,152.33798411,13.6%,5.96696652,0.3%,5.91647036,00:52:42 06/24/20,1369
44,XLM,17,21.93269836,7.2%,2.54329619,0.5%,-0.48495975,00:53:22 06/24/20,1370
45,BNB,34,157.99420533,14.0%,5.73914262,0.3%,5.65622122,00:53:43 06/24/20,1370
46,POLY,1,-0.35449385,-4.4%,3.63259377,1.3%,-0.55597271,00:55:20 06/24/20,1372
47,DREP,20,51.71166125,13.5%,2.17478156,0.4%,2.01892646,00:57:46 06/24/20,1374
48,IOTX,9,13.25103023,17.7%,1.50489976,1.5%,0.9911132,00:58:27 06/24/20,1375
49,LUN,17,26.07107507,57.4%,3.09683252,3.6%,2.95450724,00:58:32 06/24/20,1375
50,LUN,19,33.13618868,70.3%,7.9958179,8.7%,3.32184666,01:00:32 06/24/20,1377
51,DASH,20,12.56021208,-3.0%,2.23491528,0.6%,-0.43209088,01:02:28 06/24/20,1379
52,KNC,6,-0.44699074,-3.4%,3.90982895,0.5%,-1.08175759,01:03:35 06/24/20,1380
53,LUN,20,34.48404211,71.7%,1.35289371,1.3%,1.34785343,01:05:32 06/24/20,1382
54,LUN,21,35.72546832,72.9%,1.31145811,1.3%,1.24142621,01:07:32 06/24/20,1384
55,LUN,22,36.42728812,74.4%,1.50158102,1.4%,0.7018198,01:08:32 06/24/20,1385
56,LUN,23,39.11219737,77.0%,2.78125303,2.6%,2.68490925,01:10:32 06/24/20,1387
57,LINK,53,150.37997531,13.5%,13.45446957,0.3%,-8.50495197,01:10:43 06/24/20,1387
58,LUN,25,42.0205416,80.0%,1.42746691,1.3%,1.40210207,01:12:32 06/24/20,1389
59,EVX,63,297.36245302,186.0%,1.44184128,0.3%,0.9527979,01:13:17 06/24/20,1390
60,LUN,26,45.87668546,83.6%,4.097236100000001,3.6%,3.85614386,01:13:33 06/24/20,1390
61,LUN,28,50.47256842,87.7%,2.29165636,1.9%,2.1516554,01:15:32 06/24/20,1392
62,TFUEL,42,69.6842874,31.8%,3.0812207000000003,0.6%,1.2080083000000001,01:20:37 06/24/20,1397
63,MDT,11,14.33117748,32.1%,1.14124428,1.5%,0.91569654,01:23:21 06/24/20,1400
64,LUN,30,51.60336099,89.5%,0.99658542,0.8%,0.95565222,01:28:32 06/24/20,1405
65,PHB,9,14.72703372,22.0%,1.7926584,1.6%,1.7926583999999999,01:28:47 06/24/20,1405
66,ENJ,41,40.28854026,15.1%,3.58830558,0.7%,-0.28003148,01:30:19 06/24/20,1407
67,TNB,55,117.19314226,24.7%,6.47379411,0.6%,-4.90377965,01:32:30 06/24/20,1409
68,WTC,13,22.27780329,23.4%,1.35043734,0.8%,1.04765464,01:37:22 06/24/20,1414
69,TFUEL,43,71.15015488,32.1%,1.51290118,0.3%,1.46586748,01:38:36 06/24/20,1415
70,BNB,39,194.15217990000002,16.2%,5.94123999,0.3%,5.64974383,01:38:45 06/24/20,1415
71,BNB,40,201.83177538,16.6%,7.89758382,0.4%,7.67959548,01:40:45 06/24/20,1417
72,FUEL,13,20.32989933,29.6%,1.49324009,1.4%,1.49324009,01:43:49 06/24/20,1420
73,ADA,12,24.58048695,2.6%,12.02153,0.9%,0.64515844,01:47:47 06/24/20,1424
74,ERD,16,71.93882678,2.6%,6.67626193,0.4%,6.61494925,01:48:30 06/24/20,1425
