,Coin,Pings,Net Vol BTC,Net Vol %,Recent Total Vol BTC,Recent Vol %,Recent Net Vol,Datetime,id
0,IRIS,52,42.09657229,34.8%,1.78375744,0.3%,1.12844142,23:59:31 08/23/20,1295
1,IRIS,52,41.0916994,34.0%,4.34840353,0.8%,-1.00487289,00:01:32 08/24/20,1297
2,DASH,20,15.97406549,8.9%,2.33189679,0.7%,2.24628821,00:01:50 08/24/20,1297
3,LOOM,24,27.18613326,21.5%,1.10707264,0.4%,0.97311594,00:02:17 08/24/20,1298
4,XTZ,12,28.20762312,2.3%,7.78487818,0.3%,-5.29870262,00:03:04 08/24/20,1298
5,ZEC,53,76.65453561,32.1%,9.71644716,1.3%,3.22991914,00:04:16 08/24/20,1300
6,BAT,16,8.22657862,1.6%,7.02673936,0.3%,-2.27473978,00:04:47 08/24/20,1300
7,STORJ,59,28.1879363,23.0%,2.48592654,0.3%,1.6207280000000002,00:04:55 08/24/20,1300
8,STORJ,60,30.94692567,23.2%,7.15093642,1.0%,3.38719758,00:06:56 08/24/20,1302
9,XLM,15,13.70710944,5.6%,6.64884064,0.9%,0.47453316,00:08:16 08/24/20,1304
10,CHZ,7,6.8126024,5.4%,1.72489051,0.9%,1.63139211,00:08:18 08/24/20,1304
11,ADA,6,0.87242146,0.9%,9.84237182,0.7%,-4.73623618,00:08:23 08/24/20,1304
12,STORJ,60,28.97690963,22.2%,3.05710482,0.4%,-1.46088238,00:08:51 08/24/20,1304
13,ZEC,54,78.32424568,32.4%,2.26229761,0.3%,1.66971007,00:09:15 08/24/20,1305
14,XLM,16,15.73566761,5.9%,2.17257589,0.3%,2.02855817,00:09:16 08/24/20,1305
15,CHZ,8,8.97901658,6.5%,2.20482798,1.1%,2.16641418,00:09:18 08/24/20,1305
16,PERL,2,-2.87049945,-7.8%,3.55592367,2.0%,-1.23547237,00:09:21 08/24/20,1305
17,ADA,7,2.69112373,1.3%,5.79910379,0.4%,1.81870227,00:09:23 08/24/20,1305
18,STORJ,61,30.00373318,23.2%,6.97595387,0.9%,1.02682355,00:09:51 08/24/20,1305
19,GRS,3,1.89721649,18.1%,1.09961675,2.0%,0.43803175,00:11:31 08/24/20,1307
20,IRIS,53,41.32722967,34.3%,1.76407825,0.3%,0.23553027,00:11:34 08/24/20,1307
21,STORJ,63,31.25143172,24.7%,4.90635332,0.6%,0.53103782,00:11:55 08/24/20,1307
22,SXP,4,-22.47087153,-0.3%,33.79291908,0.5%,-15.09195158,00:11:59 08/24/20,1307
23,STORJ,63,29.94984593,24.0%,2.46190951,0.3%,-0.52566537,00:13:52 08/24/20,1309
24,STORJ,64,30.42236949,24.4%,2.5329460999999998,0.3%,0.47252356,00:14:52 08/24/20,1310
25,SC,39,104.19169377,82.1%,3.02728783,1.1%,3.02728783,00:16:30 08/24/20,1312
26,STORJ,66,31.69876505,25.2%,2.94961568,0.4%,1.11456126,00:16:51 08/24/20,1312
27,POLY,2,1.4300479,2.1%,0.76721152,0.9%,0.74463564,00:18:20 08/24/20,1314
28,DCR,2,4.71597191,2.8%,1.85087907,0.5%,1.85087907,00:18:42 08/24/20,1314
29,STORJ,67,30.14245750000001,25.2%,6.72648986,0.8%,-2.31041954,00:18:52 08/24/20,1314
30,POLY,2,1.05941664,-0.9%,2.7457363,3.0%,-0.37063126,00:19:20 08/24/20,1315
31,STORJ,67,28.83065472,24.6%,4.6596695,0.6%,-1.31180278,00:19:53 08/24/20,1315
32,STORJ,67,26.95793034,24.1%,3.82192358,0.5%,-1.87272438,00:21:50 08/24/20,1317
33,VET,15,38.46568829,8.8%,2.0504814,0.3%,1.96021164,00:21:54 08/24/20,1317
34,POLY,4,2.96253292,1.9%,1.26627861,1.3%,0.73406687,00:23:20 08/24/20,1319
35,YFI,8,-4.26926933,-0.5%,4.29723901,0.3%,0.80935667,00:24:30 08/24/20,1320
36,STORJ,67,24.34347388,23.1%,3.03206843,0.4%,-0.67292471,00:24:51 08/24/20,1320
37,ZEC,55,80.28915625,32.2%,3.15875776,0.4%,2.00422784,00:26:15 08/24/20,1322
38,STX,8,0.44950509,1.6%,1.01406343,0.5%,1.01406343,00:26:29 08/24/20,1322
39,YFI,9,-2.67461689,-0.1%,4.28903866,0.3%,1.59465244,00:26:30 08/24/20,1322
40,STORJ,67,23.73089587,22.4%,5.12985983,0.6%,-0.61257801,00:26:50 08/24/20,1322
41,STORJ,67,21.80407426,21.4%,3.51645271,0.4%,-1.31613523,00:28:52 08/24/20,1324
42,MDT,7,11.48414732,26.6%,1.6155635,2.5%,0.04839366,00:29:54 08/24/20,1325
43,OGN,4,1.39341271,-1.8%,0.74686585,0.4%,0.73744793,00:31:27 08/24/20,1327
44,SAND,6,-3.43482505,-4.2%,1.83972331,0.7%,-0.38169643,00:31:40 08/24/20,1327
45,BAT,17,15.29211335,2.0%,7.85612801,0.3%,7.06553473,00:31:41 08/24/20,1327
46,STORJ,68,22.67085692,21.8%,2.91248644,0.3%,0.86678266,00:31:49 08/24/20,1327
47,MDT,9,12.47218241,29.5%,0.73715215,1.1%,0.73420591,00:31:53 08/24/20,1327
48,OGN,5,2.06429954,-1.2%,1.17220811,0.6%,0.67088683,00:34:28 08/24/20,1330
49,COTI,6,4.48311777,1.9%,2.04236192,0.3%,-0.07513092,00:36:33 08/24/20,1332
50,GNT,0,-4.20379183,-1.5%,5.80593117,0.5%,-2.89738599,00:36:36 08/24/20,1332
51,OGN,6,2.51458758,-0.5%,1.41474992,0.7%,0.45028804,00:38:26 08/24/20,1334
52,ALGO,23,18.63216103,2.5%,10.11963983,0.4%,7.44294065,00:38:34 08/24/20,1334
53,OGN,7,5.81546102,1.2%,3.41482754,1.7%,3.30087344,00:39:26 08/24/20,1335
54,MATIC,9,9.19318831,1.7%,3.34352317,0.7%,3.31700025,00:39:34 08/24/20,1335
55,BAT,18,18.88411958,2.4%,11.59078387,0.5%,3.59200623,00:39:42 08/24/20,1335
56,MATIC,10,11.43448191,2.1%,2.2412936,0.5%,2.2412936,00:41:36 08/24/20,1337
57,BAL,10,-2.14625525,-2.2%,3.6004715,0.5%,-1.732148,00:43:31 08/24/20,1339
58,AION,4,1.62059989,-0.0%,1.69222506,0.3%,0.42189598,00:43:50 08/24/20,1339
59,AION,5,2.30469912,0.3%,1.61172431,0.3%,0.68409923,00:44:52 08/24/20,1340
60,NMR,9,5.72344534,7.5%,1.06485253,0.5%,0.35436165,00:46:19 08/24/20,1342
61,XVG,11,22.43654547,13.4%,2.7946726,1.3%,2.66687516,00:48:24 08/24/20,1344
62,SC,40,105.75602462,82.7%,1.56658415,0.5%,1.56433085,00:49:33 08/24/20,1345
63,STORJ,69,21.05430697,21.7%,3.58347955,0.4%,-2.17270807,00:49:53 08/24/20,1345
64,TFUEL,28,42.37427402,8.3%,7.00624026,0.8%,4.28232046,00:51:34 08/24/20,1347
65,SC,41,106.51776652,83.0%,0.88591834,0.3%,0.7617419,00:53:31 08/24/20,1349
66,TFUEL,28,41.32033863,7.9%,3.89982161,0.4%,-1.05393539,00:53:34 08/24/20,1349
67,VET,16,40.48459520000001,9.2%,2.01890691,0.3%,2.01890691,00:53:53 08/24/20,1349
68,SC,42,115.15901022,86.0%,8.641243699999999,3.0%,8.641243699999999,00:55:32 08/24/20,1351
69,TFUEL,29,42.05431245,8.3%,3.86086752,0.4%,0.73397382,00:55:36 08/24/20,1351
70,COMP,12,7.82505534,4.4%,1.08440218,0.3%,0.94081958,00:55:53 08/24/20,1351
71,ZEC,57,92.61134211,34.2%,5.12468087,0.7%,5.12468087,00:56:15 08/24/20,1352
72,SC,43,122.75033135,88.6%,7.84052741,2.6%,7.59132113,00:56:32 08/24/20,1352
73,GNT,1,-1.52863358,-0.6%,9.60633295,0.9%,2.67515825,00:58:37 08/24/20,1354
74,COMP,13,8.88093836,4.7%,1.05588302,0.3%,1.05588302,00:58:52 08/24/20,1354
75,XEM,31,10.70509265,2.4%,8.37094109,0.5%,-5.63979115,01:08:35 08/24/20,1364
76,ALGO,24,19.36286615,2.5%,7.44400988,0.3%,5.34265962,01:08:38 08/24/20,1364
77,THETA,33,44.39263439,12.3%,7.99183203,0.9%,5.62478457,01:10:17 08/24/20,1366
78,STX,9,4.69570815,2.8%,4.37027435,2.0%,4.36339423,01:10:31 08/24/20,1366
79,COMP,14,9.78527328,5.3%,2.07637042,0.6%,0.90433492,01:10:53 08/24/20,1366
80,KAVA,9,-0.99330101,-0.9%,3.68218517,0.3%,0.70771831,01:11:58 08/24/20,1367
81,SC,44,124.77476909,89.2%,2.02443774,0.7%,2.02443774,01:13:31 08/24/20,1369
82,RVN,16,18.88256236,9.6%,2.20923817,0.8%,2.15390113,01:18:46 08/24/20,1374
83,XEM,31,7.19830101,2.1%,5.05974792,0.3%,-3.50679164,01:20:34 08/24/20,1376
84,ANT,32,14.66419575,4.8%,1.83034067,0.3%,1.62951103,01:21:01 08/24/20,1376
85,BCD,1,1.13433876,4.1%,1.3282047,4.1%,1.13433876,01:21:38 08/24/20,1377
86,LOOM,26,28.86211298,22.3%,1.61094899,0.5%,1.02121617,01:25:18 08/24/20,1381
87,LOOM,27,29.78649919,23.1%,2.52688815,0.7%,0.92438621,01:28:16 08/24/20,1384
88,CELR,29,42.41713744,15.7%,3.32251591,1.0%,2.97678507,01:28:52 08/24/20,1384
89,MATIC,11,12.84124761,2.5%,1.6008435,0.3%,1.4067657,01:30:37 08/24/20,1386
90,ONE,27,48.01643495,16.9%,2.15174016,0.6%,2.15174016,01:30:58 08/24/20,1386
91,REP,2,0.42864994,0.3%,2.67829283,0.3%,1.27196229,01:31:41 08/24/20,1387
