,Coin,Pings,Net Vol BTC,Net Vol %,Recent Total Vol BTC,Recent Vol %,Recent Net Vol,Datetime,id
0,CTSI,1,0.90345965,0.9%,0.90345965,0.9%,0.90345965,23:59:34 05/10/20,174
1,MCO,8,7.49739547,6.7%,1.02312603,0.4%,0.98622275,00:06:53 05/11/20,181
2,ZIL,6,7.83058118,3.1%,2.81124818,0.8%,2.81124818,00:07:37 05/11/20,182
3,INS,20,30.41128454,26.4%,1.4770843999999999,1.1%,1.4770844,00:07:38 05/11/20,182
4,GRS,1,0.81952751,3.8%,0.84892279,3.8%,0.81952751,00:11:55 05/11/20,186
5,TNT,9,11.80207592,5.2%,1.485311,0.5%,1.32602404,00:12:46 05/11/20,187
6,ENJ,1,1.55037631,0.5%,2.48912269,0.5%,1.55037631,00:12:48 05/11/20,187
7,HBAR,1,0.21765140000000002,0.7%,1.61690496,0.7%,0.21765140000000002,00:16:31 05/11/20,191
8,BAT,3,4.92718011,0.8%,4.40975537,0.5%,4.37977079,00:16:33 05/11/20,191
9,XMR,3,28.029931599999998,5.1%,3.44284434,0.6%,3.43702916,00:16:42 05/11/20,191
10,ZRX,1,-3.24090782,-0.5%,8.06555284,0.3%,4.84822794,00:16:48 05/11/20,191
11,ZEC,1,0.68982086,0.3%,0.80858474,0.3%,0.68982086,00:16:53 05/11/20,191
12,AION,1,0.09180882,1.8%,2.8591028,1.8%,0.09180882,00:17:16 05/11/20,192
13,EDO,1,1.92714791,8.2%,2.87585061,8.2%,1.92714791,00:21:55 05/11/20,196
14,ZEC,2,2.28117275,0.9%,1.59135189,0.6%,1.59135189,00:21:55 05/11/20,196
15,ADA,5,14.67668699,1.8%,5.65051734,0.6%,0.66580496,00:22:24 05/11/20,197
16,CHZ,1,1.41566928,0.7%,1.42596432,0.7%,1.41566928,00:22:34 05/11/20,197
17,TNT,9,10.56768747,4.2%,3.00821707,1.0%,-1.23438845,00:22:45 05/11/20,197
18,EDO,2,2.52095721,10.5%,0.87442304,2.3%,0.5938093000000001,00:22:56 05/11/20,197
19,CHZ,3,5.05676622,2.6%,0.74961465,0.4%,0.69484263,00:24:32 05/11/20,199
20,BAND,4,5.0642816,2.1%,2.18268133,0.7%,1.81575773,00:24:43 05/11/20,199
21,ENJ,2,2.3076995,0.9%,1.79263815,0.4%,0.75732319,00:24:46 05/11/20,199
22,XTZ,1,4.75503317,0.3%,4.88577337,0.3%,4.75503317,00:27:33 05/11/20,202
23,POLY,1,1.23808601,8.0%,1.81117761,8.0%,1.23808601,00:27:50 05/11/20,202
24,ATOM,3,4.05921426,2.5%,1.1306569,0.5%,0.55849954,00:31:39 05/11/20,206
25,ONT,1,2.02812174,0.6%,2.0411283,0.6%,2.02812174,00:32:21 05/11/20,207
26,DASH,1,2.07746378,0.2%,2.62335846,0.8%,2.62335846,00:32:30 05/11/20,207
27,MATIC,2,9.15627728,0.9%,3.76293104,0.4%,3.76293104,00:32:32 05/11/20,207
28,IOTA,2,1.80509806,0.9%,0.83385255,0.4%,0.82154881,00:32:58 05/11/20,207
29,ONE,4,4.11467023,4.6%,1.67794615,1.6%,1.62508205,00:36:24 05/11/20,211
30,BNB,2,8.58957547,0.8%,7.91494386,0.5%,4.0550564,00:39:41 05/11/20,214
31,ZIL,8,11.85399168,4.5%,2.2179679,0.7%,1.6456321,00:41:35 05/11/20,216
32,ENJ,3,3.62819099,1.4%,2.42994481,0.5%,1.32049149,00:42:46 05/11/20,217
33,LEND,6,5.03603792,4.3%,1.59427915,0.9%,1.01942957,00:46:57 05/11/20,221
34,ETH,2,30.58406389,0.6%,14.59211475,0.2%,11.93991099,00:47:41 05/11/20,222
35,ENJ,5,7.23127161,2.2%,1.64458988,0.3%,1.64194468,00:47:47 05/11/20,222
36,KNC,2,0.86620039,1.0%,1.81238503,0.7%,0.10016153,00:49:23 05/11/20,224
37,CTSI,2,2.12870799,2.1%,1.25829634,1.2%,1.22524834,00:49:34 05/11/20,224
38,STEEM,1,0.57395154,1.1%,0.88451754,1.1%,0.57395154,00:49:39 05/11/20,224
39,HIVE,1,1.17395091,1.2%,1.17566221,1.2%,1.17395091,01:01:29 05/11/20,236
40,LEND,7,5.63078468,4.9%,1.03588218,0.6%,0.59474676,01:01:55 05/11/20,236
41,INS,22,35.15691772,30.0%,1.91879938,1.4%,1.91879938,01:06:39 05/11/20,241
42,INS,23,36.25769178,30.8%,1.10077406,0.8%,1.10077406,01:08:36 05/11/20,243
43,AION,2,0.85004586,2.4%,1.0043985999999998,0.6%,0.75823704,01:11:16 05/11/20,246
44,EDO,3,3.1551285,12.3%,0.89300871,1.7%,0.63417129,01:13:55 05/11/20,248
45,EDO,3,2.47005571,8.3%,2.10400059,4.0%,-0.68507279,01:14:55 05/11/20,249
46,HIVE,2,2.44449341,2.5%,1.33201238,1.3%,1.2705425,01:18:29 05/11/20,253
47,XVG,1,2.80667274,8.8%,4.5835193,8.8%,2.80667274,01:23:25 05/11/20,258
