,Coin,Pings,Net Vol BTC,Net Vol %,Recent Total Vol BTC,Recent Vol %,Recent Net Vol,Datetime,id
0,LTC,6,2.12516797,1.4%,4.31990052,0.6%,-0.67126528,00:00:18 05/07/20,307
1,ETC,3,-2.14978072,-3.4%,2.64920453,0.6%,-1.08877621,00:00:27 05/07/20,307
2,EOS,6,-6.70003605,-4.3%,7.14448999,1.0%,-4.39491543,00:00:38 05/07/20,307
3,DASH,4,-2.1972049,-4.9%,1.47838009,0.6%,1.27496191,00:00:42 05/07/20,307
4,BNB,8,6.47712874,0.7%,5.53764536,0.3%,-4.06818636,00:01:24 05/07/20,308
5,ETC,3,-6.80635429,-4.9%,6.67340147,1.5%,-4.65657357,00:01:27 05/07/20,308
6,EOS,7,-5.90615949,-3.1%,8.40534128,1.2%,0.79387656,00:01:38 05/07/20,308
7,DASH,4,-2.41810769,-5.6%,1.89509229,0.7%,-0.22090279,00:01:42 05/07/20,308
8,ZIL,4,-6.76186163,-2.3%,2.24919379,0.5%,1.84302033,00:01:43 05/07/20,308
9,LINK,6,13.06369641,2.3%,3.83513872,0.3%,0.42091894,00:01:47 05/07/20,308
10,BCH,2,-12.03617403,-7.4%,7.19982013,1.1%,-3.08055143,00:03:16 05/07/20,310
11,XRP,14,20.69014405,3.4%,7.889597,0.7%,2.79163834,00:03:30 05/07/20,310
12,XLM,5,4.02001804,1.7%,1.90794933,0.5%,0.97670117,00:03:31 05/07/20,310
13,ETH,9,25.57392522,0.7%,26.54632325,0.4%,-1.42564455,00:03:37 05/07/20,310
14,EOS,8,-7.86148745,-4.5%,6.5156199,0.9%,0.38333056,00:03:38 05/07/20,310
15,OGN,6,4.71447301,6.2%,0.81578874,0.5%,0.80752724,00:03:43 05/07/20,310
16,LINK,6,12.98340772,0.8%,18.36200465,1.5%,-0.08028869,00:03:46 05/07/20,310
17,LTC,8,6.07818697,2.9%,5.44826801,0.7%,3.52860557,00:05:17 05/07/20,312
18,ZEC,1,4.0180287,3.3%,6.49923972,3.3%,4.0180287,00:05:25 05/07/20,312
19,ETC,4,-5.82490111,-4.4%,2.14791312,0.5%,0.98145318,00:05:26 05/07/20,312
20,XRP,15,27.48653042,4.1%,8.00171193,0.7%,6.79638637,00:05:28 05/07/20,312
21,EOS,10,-7.29862981,-3.7%,3.76455957,0.5%,0.24515475,00:05:37 05/07/20,312
22,DASH,5,-0.40764891,-4.1%,4.07908304,1.5%,2.01045878,00:05:42 05/07/20,312
23,ZIL,5,-4.40734434,-1.7%,2.72843305,0.6%,2.35451729,00:05:43 05/07/20,312
24,ALGO,6,3.78480368,4.1%,1.70592963,0.8%,1.14395025,00:05:47 05/07/20,312
25,BAT,3,2.62031953,2.0%,1.40375499,0.8%,0.85638125,00:05:49 05/07/20,312
26,XTZ,8,4.23297,0.6%,6.4618472,0.9%,2.63782838,00:06:21 05/07/20,313
27,ETC,5,-3.74073605,-3.6%,3.67723016,0.8%,2.08416506,00:06:27 05/07/20,313
28,POWR,1,0.85826502,1.2%,0.86527152,1.2%,0.85826502,00:06:28 05/07/20,313
29,XRP,16,29.03423538,4.4%,3.9579544,0.3%,1.54770496,00:06:29 05/07/20,313
30,XLM,6,1.52271401,1.0%,1.40013585,0.3%,0.05201361,00:06:31 05/07/20,313
31,EOS,10,-7.57628495,-4.0%,2.25144932,0.3%,-0.27765514,00:06:40 05/07/20,313
32,RCN,1,0.65143732,1.9%,0.89662364,1.9%,0.65143732,00:08:24 05/07/20,315
33,ETC,5,-4.85956175,-5.2%,3.46115468,0.7%,-0.03660652,00:08:26 05/07/20,315
34,TNT,2,1.57539895,2.0%,0.74295331,0.9%,0.72370863,00:08:27 05/07/20,315
35,XTZ,9,7.008951299999999,0.6%,5.30450245,0.8%,-0.53459327,00:10:22 05/07/20,317
36,ADA,10,14.89121531,2.0%,6.96379097,1.5%,5.29600643,00:10:51 05/07/20,317
37,BAND,4,4.32979312,1.5%,1.45851753,0.4%,0.96577289,00:10:52 05/07/20,317
38,COS,5,6.62801443,58.6%,1.13654851,3.5%,1.02942833,00:11:17 05/07/20,318
39,XRP,18,30.07594658,5.2%,3.72473757,0.3%,0.25172405,00:11:29 05/07/20,318
40,ETH,11,42.20745408,1.3%,14.15847196,0.2%,10.92763492,00:13:38 05/07/20,320
41,ONT,2,1.4504335,1.8%,0.72358655,0.9%,0.72358655,00:15:18 05/07/20,322
42,MATIC,7,9.08931012,0.2%,3.39326608,0.4%,1.0586416,00:15:43 05/07/20,322
43,TNT,3,2.27346307,6.4%,3.92061418,4.5%,0.69806412,00:16:29 05/07/20,323
44,XLM,8,4.27451365,2.0%,1.37793346,0.3%,0.8123020000000001,00:16:31 05/07/20,323
45,MCO,2,0.92310173,3.0%,1.34876215,1.7%,0.19732421,00:18:21 05/07/20,325
46,SNT,3,3.21710732,1.5%,0.9607618,0.4%,0.85202374,00:18:29 05/07/20,325
47,ADA,11,16.22820764,2.3%,1.52647101,0.3%,1.33699233,00:18:48 05/07/20,325
48,DATA,4,1.4177995,0.1%,4.59473865,0.3%,-2.69454417,00:23:38 05/07/20,330
49,ZRX,3,2.56199481,7.0%,1.32840555,1.7%,1.32602031,00:23:45 05/07/20,330
50,CHZ,8,27.23486284,3.7%,3.16092665,0.4%,1.57646573,00:23:50 05/07/20,330
51,ETH,14,73.58159905,2.4%,14.97868019,0.2%,13.57692223,00:31:37 05/07/20,338
52,EOS,12,-3.50473581,-3.3%,2.39928167,0.3%,1.15852309,00:38:37 05/07/20,345
53,BAT,4,3.54650051,2.5%,0.92618098,0.5%,0.92618098,00:38:50 05/07/20,345
54,BCH,3,-13.60861359,-7.7%,5.02084179,0.7%,-2.92245543,00:41:16 05/07/20,348
55,MATIC,8,11.98890202,0.6%,2.9094947,0.4%,2.8995919,00:41:42 05/07/20,348
56,BAT,5,4.32479592,3.1%,1.07330967,0.6%,0.77829541,00:41:49 05/07/20,348
57,ETH,16,106.87061616,3.0%,13.16061214,0.2%,13.10051756,00:50:37 05/07/20,357
58,BNB,10,13.97587707,1.7%,6.60572757,0.4%,5.29168307,00:51:23 05/07/20,358
59,VET,2,18.5888688,5.3%,17.78741211,5.0%,17.46032501,00:51:49 05/07/20,358
60,BAT,6,5.26961336,3.7%,1.12109798,0.6%,0.94481744,00:51:50 05/07/20,358
61,RVN,8,0.91409625,-1.1%,6.16826215,0.5%,6.15048937,00:53:37 05/07/20,360
62,RVN,9,1.44435102,-0.7%,3.99491553,0.4%,0.53025477,00:55:37 05/07/20,362
63,SNT,4,4.11598343,1.4%,2.69097973,1.0%,-0.32744183,00:56:29 05/07/20,363
64,XLM,9,5.65641277,2.3%,1.43731162,0.3%,1.38189912,01:00:30 05/07/20,367
65,TNT,4,7.764353999999999,20.3%,13.53719045,13.8%,5.49089093,01:03:28 05/07/20,370
66,TNT,6,42.83010426,66.2%,25.15029759,17.6%,15.51808513,01:05:28 05/07/20,372
67,SNT,6,7.27327146,13.5%,15.78422227,5.2%,0.96986021,01:05:29 05/07/20,372
68,TNT,8,57.14398143,88.2%,19.52806692,10.4%,5.36028988,01:07:29 05/07/20,374
69,SNT,8,17.30955506,23.6%,17.13898062,5.2%,7.81788386,01:07:30 05/07/20,374
70,ZRX,4,3.41715467,9.7%,2.48888744,2.7%,0.85515986,01:07:44 05/07/20,374
71,CND,1,1.65754781,9.0%,1.65754781,9.0%,1.65754781,01:08:22 05/07/20,375
72,TNT,9,57.55952196,93.7%,11.24512641,5.4%,0.41554053,01:08:29 05/07/20,375
73,SNT,9,19.82760233,27.5%,13.50924839,3.9%,2.51804727,01:08:30 05/07/20,375
74,MCO,3,1.70230589,1.6%,2.55055528,2.7%,-0.30908070000000004,01:10:21 05/07/20,377
75,RCN,3,6.97451051,28.8%,13.21956602,24.6%,5.7826816,01:10:25 05/07/20,377
76,TNT,11,60.39557937,102.4%,9.40763726,4.1%,2.50164748,01:10:28 05/07/20,377
77,SNT,10,19.11145162,25.2%,10.75810119,2.8%,2.02207269,01:10:30 05/07/20,377
