,Coin,Pings,Net Vol BTC,Net Vol %,Recent Total Vol BTC,Recent Vol %,Recent Net Vol,Datetime,id
0,POWR,1,1.45958421,2.3%,1.46853903,2.3%,1.45958421,00:06:46 05/01/20,534
1,POWR,3,3.39037766,6.4%,1.39735486,2.1%,0.93034616,00:08:45 05/01/20,536
2,TRX,14,56.34226336,6.8%,4.53403319,0.4%,3.41745751,00:11:23 05/01/20,539
3,POWR,4,4.64669298,9.6%,2.25404584,3.2%,1.25631532,00:11:46 05/01/20,539
4,ADX,1,0.71150074,1.5%,0.83484018,1.5%,0.71150074,00:13:26 05/01/20,541
5,KAVA,9,11.52566847,4.2%,2.91855752,0.9%,2.91855752,00:14:34 05/01/20,542
6,POWR,5,5.31167253,8.0%,2.18960049,3.0%,-0.14229799,00:14:43 05/01/20,542
7,POWR,7,6.61899659,12.2%,1.20880563,1.5%,0.64421559,00:16:45 05/01/20,544
8,ETH,8,227.1989233,2.5%,27.90155053,0.2%,21.14710467,00:16:52 05/01/20,544
9,MTH,8,10.43932798,58.2%,1.0701216,2.7%,1.0701216,00:18:33 05/01/20,546
10,MTH,9,11.48819446,60.8%,1.04886648,2.6%,1.04886648,00:19:34 05/01/20,547
11,POWR,8,7.32473521,14.4%,1.7429047999999998,2.1%,0.70573862,00:19:43 05/01/20,547
12,POWR,10,9.82638866,18.5%,1.90866808,2.3%,1.4629863,00:21:47 05/01/20,549
13,OMG,4,2.17781438,-0.7%,3.13053923,1.3%,-0.92268737,00:23:18 05/01/20,551
14,MTH,10,12.53649943,63.5%,1.18070381,2.8%,1.04830497,00:23:32 05/01/20,551
15,POWR,12,16.10250829,33.9%,6.99285811,7.5%,2.30880045,00:23:44 05/01/20,551
16,POWR,13,19.26567626,38.7%,4.82558553,4.8%,3.16316797,00:24:45 05/01/20,552
17,ADX,3,2.34692633,5.3%,1.18049107,2.0%,1.17963859,00:26:26 05/01/20,554
18,ELF,1,0.35378393,5.7%,2.14386519,5.7%,0.35378393,00:26:29 05/01/20,554
19,XTZ,2,-8.70210275,-0.9%,9.55328767,0.4%,-3.81305999,00:26:39 05/01/20,554
20,LOOM,12,10.16660506,15.5%,1.67371338,1.8%,0.64484078,00:28:16 05/01/20,556
21,ELF,3,1.66427597,16.0%,1.6653595,4.0%,0.36716878,00:28:29 05/01/20,556
22,XEM,1,0.79534402,0.4%,0.79684414,0.4%,0.79534402,00:30:21 05/01/20,558
23,POWR,16,21.86798733,44.8%,2.69081138,2.3%,-0.28002902,00:30:43 05/01/20,558
24,POWR,17,27.43740661,61.2%,19.69207294,16.4%,5.56941928,00:32:06 05/01/20,559
25,GRS,0,-0.81614395,-2.6%,2.46803557,2.6%,-0.81614395,00:33:33 05/01/20,560
26,APPC,1,0.78126369,5.0%,0.96562749,5.0%,0.78126369,00:34:03 05/01/20,560
27,POWR,18,28.16116644,70.0%,12.23617385,8.8%,0.72375983,00:34:15 05/01/20,560
28,POWR,19,29.44524493,80.6%,16.16524831,10.6%,1.28407849,00:36:10 05/01/20,561
29,AION,3,2.16521277,0.6%,1.4603821,0.7%,0.32944602,00:36:22 05/01/20,561
30,POWR,19,28.49344713,76.8%,6.42469762,3.8%,-0.9517978,00:38:10 05/01/20,562
31,ARK,2,1.90988113,4.7%,1.35107278,2.5%,0.91320048,00:38:24 05/01/20,562
32,POWR,20,29.09984831,82.4%,9.82161544,5.6%,0.60640118,00:40:11 05/01/20,563
33,ARK,3,2.34953152,9.9%,2.90246761,5.2%,0.43965039,00:40:23 05/01/20,563
34,POWR,20,28.34323546,74.6%,14.35790259,7.8%,-0.75661285,00:42:02 05/01/20,564
35,STORJ,1,0.10489286,6.0%,1.85800098,6.0%,0.10489286,00:43:19 05/01/20,566
36,POWR,21,28.05774708,71.4%,8.61903157,4.0%,0.47112447,00:43:44 05/01/20,566
37,ADX,5,4.24975354,9.0%,0.90550941,1.5%,0.85327431,00:45:26 05/01/20,568
38,POWR,23,32.09235733,82.3%,14.41828587,6.2%,2.55906881,00:45:43 05/01/20,568
39,POWR,24,36.98895587,85.3%,7.38669814,3.0%,4.89659854,00:46:45 05/01/20,569
40,GNT,2,1.94305944,7.4%,1.74653401,3.3%,0.88802381,00:48:25 05/01/20,571
