,Coin,Pings,Net Vol BTC,Net Vol %,Recent Total Vol BTC,Recent Vol %,Recent Net Vol,Datetime,id
0,ETH,44,407.21336365,3.3%,14.41044769,0.1%,10.74109061,00:00:57 08/20/20,1380
1,BCH,14,-38.15167181,-6.7%,7.9106439,0.3%,3.10698898,00:02:31 08/20/20,1382
2,OMG,39,3.78777054,-5.0%,15.03033658,0.4%,-1.90297614,00:02:39 08/20/20,1382
3,YFI,8,7.19236152,-0.3%,12.576095,0.4%,-0.88214308,00:02:55 08/20/20,1382
4,ETH,45,421.26908498,3.4%,30.94659433,0.2%,14.05572133,00:02:58 08/20/20,1382
5,ETH,46,437.61305611,3.7%,54.02900909,0.3%,16.34397113,00:03:57 08/20/20,1383
6,YFI,9,13.75923795,-0.0%,9.34570727,0.3%,6.56687643,00:05:54 08/20/20,1385
7,IOST,25,134.78595424,20.8%,5.28103685,0.5%,5.27408439,00:07:48 08/20/20,1387
8,MDT,9,6.23955641,6.9%,0.87766747,0.5%,0.74940397,00:08:31 08/20/20,1388
9,BTS,3,1.57749596,6.3%,2.52063945,3.0%,0.39363099,00:08:56 08/20/20,1388
10,POLY,8,5.02502468,5.6%,1.32441051,0.6%,0.25798083,00:10:49 08/20/20,1390
11,BNT,12,12.5900687,8.8%,1.44541086,0.4%,1.39915886,00:12:22 08/20/20,1392
12,QTUM,18,26.57109892,5.1%,4.0561282,0.4%,2.05670604,00:13:51 08/20/20,1393
13,YFI,10,25.4141846,0.5%,15.19382861,0.5%,11.65494665,00:15:56 08/20/20,1395
14,WAN,9,6.63559414,8.4%,1.13802662,0.6%,0.50137914,00:22:29 08/20/20,1402
15,TRX,7,-44.06457079,-3.4%,21.07263715,0.4%,3.33489385,00:23:18 08/20/20,1403
16,SAND,22,27.21302851,11.4%,3.34248608,0.6%,1.74967598,00:23:44 08/20/20,1403
17,DGB,4,3.29172525,0.8%,3.11863288,1.4%,-0.43997118,00:25:30 08/20/20,1405
18,RUNE,9,12.55280996,7.9%,1.0620225,0.5%,1.06132076,00:25:33 08/20/20,1405
19,TFUEL,4,-3.59976959,-0.3%,4.07661947,0.4%,-2.63376397,00:25:50 08/20/20,1405
20,SAND,22,27.18034258,10.9%,2.54508543,0.5%,-0.03268593,00:27:45 08/20/20,1407
21,STX,4,3.25326335,2.1%,0.86531908,0.5%,0.75474084,00:27:49 08/20/20,1407
22,SAND,22,26.66611929,10.6%,1.99609569,0.4%,-0.51422329,00:28:42 08/20/20,1408
23,OGN,14,13.46333517,3.8%,2.47929749,0.5%,-1.06815915,00:37:21 08/20/20,1417
24,AST,5,-9.79846734,-0.1%,8.25770199,0.8%,-5.25577059,00:40:41 08/20/20,1420
25,KMD,29,40.27239483,27.2%,3.6734991999999997,0.6%,-0.87298496,00:42:54 08/20/20,1422
26,REP,1,-1.80674284,-4.8%,4.01409897,3.2%,-2.40736397,00:45:20 08/20/20,1425
27,NANO,1,0.70269236,0.4%,2.75055698,0.4%,0.70269236,00:52:44 08/20/20,1432
28,AGI,14,16.64509867,7.6%,1.45539056,0.5%,1.33278254,00:52:46 08/20/20,1432
29,AMB,35,41.16383662,21.0%,1.34815723,0.4%,1.33790365,00:57:58 08/20/20,1437
