,Coin,Pings,Net Vol BTC,Net Vol %,Recent Total Vol BTC,Recent Vol %,Recent Net Vol,Datetime,id
0,CELR,36,56.40741991,18.5%,1.884564,0.4%,1.56647216,00:00:48 09/03/20,1388
1,ADA,8,-34.72997018,-3.4%,8.4801534,0.3%,5.50210948,00:02:29 09/03/20,1390
2,LOOM,6,7.59333373,6.8%,3.50752427,1.2%,2.95731065,00:02:31 09/03/20,1390
3,QSP,5,4.31475077,4.8%,1.18194759,1.1%,0.97528057,00:02:41 09/03/20,1390
4,LOOM,7,9.24973474,7.4%,1.93648223,0.6%,1.65640101,00:03:31 09/03/20,1391
5,SNT,3,-2.85778898,-7.8%,1.14474821,0.4%,0.42657431,00:03:55 09/03/20,1391
6,LOOM,9,10.52212739,8.5%,2.21828668,0.7%,0.5962324000000001,00:05:31 09/03/20,1393
7,QSP,6,6.67791529,7.4%,2.9161096,2.6%,2.36316452,00:05:41 09/03/20,1393
8,ARK,2,1.94760274,0.8%,0.77381285,1.1%,0.68470273,00:07:43 09/03/20,1395
9,XTZ,22,-42.83506763,-5.4%,25.33764097,1.3%,11.50923107,00:12:36 09/03/20,1400
10,FTM,60,38.14446048,3.1%,10.81351395,0.4%,9.54829295,00:15:39 09/03/20,1403
11,STORJ,13,11.49982819,4.9%,1.76766289,0.4%,1.65175031,00:17:23 09/03/20,1405
12,QSP,7,15.24873807,16.8%,11.24364038,9.4%,8.57082278,00:17:43 09/03/20,1405
13,OGN,16,12.35616556,2.8%,4.82801774,0.5%,-2.62086916,00:19:33 09/03/20,1407
14,QSP,8,22.17024172,20.9%,7.48681106,5.6%,7.3289141,00:19:41 09/03/20,1407
15,QSP,9,25.43601033,24.1%,4.58847123,3.3%,3.26576861,00:20:41 09/03/20,1408
16,QSP,10,25.68414611,20.7%,1.06041763,0.7%,0.55584677,00:22:42 09/03/20,1410
17,MCO,1,-6.63938922,-8.1%,4.410313200000001,3.4%,-2.40358762,00:22:48 09/03/20,1410
18,QSP,11,27.92840714,22.9%,3.30454289,2.2%,2.24426103,00:24:42 09/03/20,1412
19,MCO,2,-7.02579251,-7.4%,3.60083365,2.7%,0.51916253,00:24:49 09/03/20,1412
20,AST,4,3.63677064,1.2%,1.81425958,0.5%,0.9838525,00:25:37 09/03/20,1413
21,QSP,12,29.26788914,24.3%,2.16789904,1.4%,1.339482,00:25:42 09/03/20,1413
22,THETA,16,23.27772064,7.4%,2.04521924,0.4%,0.5025491,00:25:51 09/03/20,1413
23,IOTX,17,47.14744426,26.4%,6.50153185,2.6%,6.50153185,00:25:57 09/03/20,1413
24,AST,6,6.05286568,2.3%,1.23798851,0.3%,0.44269829,00:27:37 09/03/20,1415
25,QSP,14,32.53904147,34.6%,6.48749617,3.9%,2.47896057,00:27:42 09/03/20,1415
26,IOTX,19,61.29774191,31.8%,7.662274000000001,2.9%,7.662274000000001,00:27:57 09/03/20,1415
27,QSP,15,33.48353394,34.8%,4.85623103,2.7%,-0.64956521,00:29:42 09/03/20,1417
28,GVT,35,25.44775068,23.8%,1.47794243,0.5%,0.29947663,00:29:43 09/03/20,1417
29,MCO,3,-6.86380521,-9.5%,1.69621907,1.2%,1.32147107,00:29:49 09/03/20,1417
30,PERL,9,9.9935367,6.9%,2.58455411,1.1%,0.19858145,00:29:54 09/03/20,1417
31,IOTX,19,59.16370107,28.2%,10.01886366,3.7%,-2.13404084,00:29:58 09/03/20,1417
32,QSP,16,33.61577017,37.2%,4.37657501,2.4%,0.13223623,00:30:44 09/03/20,1418
33,QSP,16,31.04309419,33.4%,3.79381901,2.0%,-1.16236829,00:32:42 09/03/20,1420
34,MCO,3,-9.27246732,-13.2%,5.51645081,3.7%,-2.40866211,00:32:50 09/03/20,1420
