,Coin,Pings,Net Vol BTC,Net Vol %,Recent Total Vol BTC,Recent Vol %,Recent Net Vol,Datetime,id
0,KNC,4,6.39736004,1.7%,1.76653944,0.5%,-0.11878698,00:00:34 06/09/20,33
1,LINK,2,-2.84586528,-1.0%,2.80011972,0.6%,-0.15256412,00:00:35 06/09/20,33
2,TCT,2,20.41346036,9.1%,4.37022601,1.6%,4.31311485,00:00:36 06/09/20,33
3,TROY,1,1.43312098,1.3%,1.43312098,1.3%,1.43312098,00:00:51 06/09/20,33
4,BNB,0,-4.88184692,-0.6%,7.91117052,0.6%,-4.88184692,00:02:15 06/09/20,35
5,XRP,1,-2.50089888,-0.5%,4.11844363,0.7%,0.51878749,00:02:23 06/09/20,35
6,EOS,1,-5.22874608,-2.6%,7.31031695,2.0%,-4.53107177,00:02:26 06/09/20,35
7,ETH,7,107.66088626,6.0%,93.18683558,2.6%,50.01306512,00:02:27 06/09/20,35
8,BAT,2,3.49147939,-0.6%,2.7608634,0.5%,-0.17695792,00:02:37 06/09/20,35
9,XTZ,2,-7.56323826,-2.8%,13.37186583,4.1%,-8.77547299,00:02:43 06/09/20,35
10,BCH,2,2.3794814,1.3%,3.69480347,1.0%,1.56264611,00:02:47 06/09/20,35
11,LTC,2,-2.0698091,-0.7%,5.09401837,1.4%,-3.22589447,00:02:47 06/09/20,35
12,TRX,1,-12.06805768,-2.6%,27.21517788,3.1%,-17.00496238,00:02:51 06/09/20,35
13,XRP,2,-0.68457424,-0.2%,1.9278702,0.3%,1.81632464,00:03:24 06/09/20,36
14,ETH,8,116.77800926,6.3%,12.42891354,0.3%,9.117123,00:03:27 06/09/20,36
15,LTO,0,-0.82500289,-1.2%,3.57728829,1.2%,-0.82500289,00:03:33 06/09/20,36
16,LINK,3,-6.29323564,-1.8%,3.41512666,0.7%,0.15035974,00:03:35 06/09/20,36
17,AST,0,-1.23562497,-2.8%,3.96312275,2.8%,-1.23562497,00:05:17 06/09/20,38
18,WAVES,1,1.01753624,0.5%,1.01753624,0.5%,1.01753624,00:05:26 06/09/20,38
19,EOS,2,-3.94316385,-2.0%,2.06891721,0.5%,1.28558223,00:05:27 06/09/20,38
20,MATIC,2,-4.33057991,-2.9%,3.77852352,1.3%,-1.98240244,00:07:37 06/09/20,40
21,THETA,1,0.52398937,0.7%,1.41478805,0.7%,0.52398937,00:07:44 06/09/20,40
22,ADA,4,13.86182194,1.8%,2.83591155,0.4%,1.98026199,00:09:21 06/09/20,42
23,LINK,4,-4.98780937,-1.1%,3.27704529,0.6%,1.30542627,00:10:35 06/09/20,43
24,ADA,5,17.14047603,2.5%,5.12522849,0.7%,3.27865409,00:12:21 06/09/20,45
25,LTC,3,0.53076526,1.4%,7.81861476,2.1%,2.60057436,00:12:46 06/09/20,45
26,XRP,3,0.60248482,0.2%,2.32131022,0.4%,1.28705906,00:14:25 06/09/20,47
27,ETH,9,109.51196107,6.1%,18.15156418,0.5%,5.05147596,00:14:29 06/09/20,47
28,ETC,2,2.59468699,2.6%,2.16146907,1.5%,1.53217273,00:14:39 06/09/20,47
29,LTC,3,-0.42349149,0.6%,3.08150073,0.8%,-0.95425675,00:14:46 06/09/20,47
30,EOS,2,-4.60813964,-2.6%,2.08194371,0.5%,-0.66497579,00:15:29 06/09/20,48
31,ETH,9,102.11871459,5.7%,17.218971300000003,0.5%,-7.39324648,00:15:29 06/09/20,48
32,XLM,3,4.43934823,2.7%,3.38573292,1.3%,1.30199672,00:15:32 06/09/20,48
33,ETC,3,2.71714572,3.5%,1.33651829,0.9%,0.12245873,00:15:39 06/09/20,48
34,ZEC,3,5.86010609,3.8%,4.55161088,2.5%,3.66902438,00:15:45 06/09/20,48
35,BCH,3,3.26907976,2.2%,3.28207018,0.8%,0.88959836,00:15:46 06/09/20,48
36,LTC,3,-1.93987881,-0.4%,3.6647409,1.0%,-1.51638732,00:15:46 06/09/20,48
37,TRX,1,-13.46760186,-3.0%,3.78639774,0.4%,-1.39954418,00:15:50 06/09/20,48
38,BAND,1,0.63451152,1.3%,2.48930724,1.3%,0.63451152,00:15:51 06/09/20,48
39,DUSK,0,-2.54064069,-4.8%,4.87669183,4.8%,-2.54064069,00:17:23 06/09/20,50
40,EOS,3,-3.44980757,-2.2%,1.32936571,0.3%,1.15833207,00:19:27 06/09/20,52
41,ETC,4,3.04973423,4.8%,1.94743657,1.3%,0.33258851,00:19:38 06/09/20,52
42,EOS,4,-2.29956447,-1.5%,2.95422662,0.8%,1.1502431,00:20:28 06/09/20,53
43,BNB,2,0.41893083,0.3%,6.50616531,0.5%,0.66645581,00:24:15 06/09/20,57
44,SNT,2,1.55388505,7.8%,0.85181811,4.2%,0.85181811,00:24:16 06/09/20,57
45,MTL,2,1.28992952,0.9%,1.29842627,0.3%,0.36886629,00:24:19 06/09/20,57
46,ADA,7,32.75053769,6.1%,4.74495794,0.6%,0.72983044,00:24:22 06/09/20,57
47,ALGO,0,-1.42134718,-4.7%,2.65686897,2.5%,-1.08831889,00:24:23 06/09/20,57
48,XRP,5,4.13267799,2.4%,10.56544149,1.6%,1.22719333,00:24:24 06/09/20,57
49,EOS,5,-27.92167167,-7.8%,37.39528655,9.2%,-31.43028799,00:24:28 06/09/20,57
50,ETH,10,105.51974607,4.4%,85.12358981,2.2%,-22.02441195,00:24:28 06/09/20,57
51,NANO,4,2.23528297,2.0%,2.54707679,2.2%,-0.98265449,00:24:29 06/09/20,57
52,ATOM,2,1.25842087,0.8%,1.17994113,0.4%,0.35970807,00:24:31 06/09/20,57
53,IOST,3,9.17086391,3.9%,2.83846842,1.1%,2.83846842,00:24:32 06/09/20,57
54,DASH,2,2.30303444,1.6%,4.24872826,2.8%,-2.32153278,00:24:34 06/09/20,57
55,LINK,7,3.64469454,2.1%,8.24732439,1.6%,2.99091067,00:24:35 06/09/20,57
56,ENJ,1,-4.72584947,-2.5%,5.07408495,1.2%,-1.83604491,00:24:35 06/09/20,57
57,MATIC,5,13.23061588,3.4%,9.85813562,3.3%,8.8427902,00:24:36 06/09/20,57
58,ONT,1,-0.40071565,-3.7%,6.47020052,6.5%,-3.02425276,00:24:37 06/09/20,57
59,ETC,5,5.94103216,5.1%,4.60811836,2.9%,-0.09639048,00:24:39 06/09/20,57
60,VET,2,10.381267800000002,1.7%,6.17152982,0.9%,5.66255356,00:24:39 06/09/20,57
61,XMR,2,3.20627078,0.3%,1.47072409,0.4%,0.72371319,00:24:40 06/09/20,57
62,NEO,3,9.35043904,4.7%,3.16197855,1.6%,-1.61224477,00:24:41 06/09/20,57
63,XTZ,3,-1.41342297,-2.7%,10.13297428,2.8%,-1.4619721,00:24:42 06/09/20,57
64,THETA,2,1.26043571,0.5%,1.86248216,0.8%,-0.28721268,00:24:43 06/09/20,57
65,HBAR,2,1.85748986,3.8%,0.98372511,1.6%,0.88089537,00:24:43 06/09/20,57
66,BCH,5,6.63598344,5.5%,8.73538878,2.2%,1.7613855,00:24:45 06/09/20,57
67,LTC,5,3.33343524,3.1%,6.57889979,1.7%,1.39326359,00:24:46 06/09/20,57
68,RLC,1,1.29248235,1.2%,1.58321679,1.2%,1.29248235,00:24:46 06/09/20,57
69,WRX,1,0.89864507,0.9%,1.12786311,0.9%,0.89864507,00:24:49 06/09/20,57
70,ZIL,2,3.68760011,0.5%,3.21085934,0.6%,3.13604498,00:24:50 06/09/20,57
71,TRX,2,-7.27141905,-2.7%,5.36597379,0.6%,-0.85519883,00:24:50 06/09/20,57
72,BNB,3,0.66078368,0.7%,5.30297973,0.4%,0.24185285,00:25:15 06/09/20,58
73,QTUM,1,0.8173679,-1.0%,2.64612574,3.3%,-0.84715848,00:25:18 06/09/20,58
